#Planet: 1.1620 Mjup, 1.1380 Rjup, 0.031 au 
#Star: 0.846 Msun, 0.328 Lsun 
#Spectrum: 24170 ergs/s/cm2, hd189733, [0.620,91.165] nm
#HD189733b w/ 10xZ_solar H,He,C,N,O,Ne,MgII,SiII,Ca. Actual HD189733 spectrum.
r,r/Rp,v,T,rho
32867928902.0,4.040,5.82456e+05,1.56631e+03,6.71442e-19
32877564231.2,4.041,5.82985e+05,1.56490e+03,6.70439e-19
32887199560.5,4.042,5.83510e+05,1.56350e+03,6.69444e-19
32896834889.8,4.043,5.84028e+05,1.56212e+03,6.68458e-19
32906470219.0,4.045,5.84541e+05,1.56074e+03,6.67481e-19
32916105548.3,4.046,5.85048e+05,1.55938e+03,6.66512e-19
32925740877.5,4.047,5.85549e+05,1.55804e+03,6.65552e-19
32935376206.8,4.048,5.86045e+05,1.55670e+03,6.64600e-19
32945011536.0,4.049,5.86536e+05,1.55538e+03,6.63655e-19
32954646865.3,4.051,5.87023e+05,1.55406e+03,6.62717e-19
32964282194.5,4.052,5.87507e+05,1.55275e+03,6.61784e-19
32973917523.8,4.053,5.87989e+05,1.55144e+03,6.60854e-19
32983552853.0,4.054,5.88470e+05,1.55014e+03,6.59928e-19
32993188182.3,4.055,5.88952e+05,1.54885e+03,6.59004e-19
33002823511.6,4.056,5.89434e+05,1.54755e+03,6.58080e-19
33012458840.8,4.058,5.89918e+05,1.54625e+03,6.57157e-19
33022094170.1,4.059,5.90404e+05,1.54494e+03,6.56232e-19
33031729499.3,4.060,5.90894e+05,1.54364e+03,6.55306e-19
33041364828.6,4.061,5.91387e+05,1.54233e+03,6.54378e-19
33051000157.8,4.062,5.91883e+05,1.54101e+03,6.53448e-19
33060635487.1,4.064,5.92383e+05,1.53970e+03,6.52516e-19
33070270816.3,4.065,5.92887e+05,1.53837e+03,6.51582e-19
33079906145.6,4.066,5.93394e+05,1.53705e+03,6.50645e-19
33089541474.9,4.067,5.93905e+05,1.53571e+03,6.49707e-19
33099176804.1,4.068,5.94420e+05,1.53438e+03,6.48767e-19
33108812133.4,4.070,5.94937e+05,1.53304e+03,6.47825e-19
33118447462.6,4.071,5.95458e+05,1.53170e+03,6.46882e-19
33128082791.9,4.072,5.95982e+05,1.53035e+03,6.45938e-19
33137718121.1,4.073,5.96508e+05,1.52900e+03,6.44993e-19
33147353450.4,4.074,5.97037e+05,1.52765e+03,6.44047e-19
33156988779.6,4.075,5.97568e+05,1.52630e+03,6.43101e-19
33166624108.9,4.077,5.98101e+05,1.52495e+03,6.42154e-19
33176259438.2,4.078,5.98637e+05,1.52359e+03,6.41207e-19
33185894767.4,4.079,5.99174e+05,1.52224e+03,6.40260e-19
33195530096.7,4.080,5.99713e+05,1.52088e+03,6.39313e-19
33205165425.9,4.081,6.00254e+05,1.51952e+03,6.38366e-19
33214800755.2,4.083,6.00796e+05,1.51816e+03,6.37420e-19
33224436084.4,4.084,6.01341e+05,1.51680e+03,6.36474e-19
33234071413.7,4.085,6.01886e+05,1.51544e+03,6.35528e-19
33243706742.9,4.086,6.02433e+05,1.51408e+03,6.34583e-19
33253342072.2,4.087,6.02981e+05,1.51272e+03,6.33639e-19
33262977401.5,4.088,6.03531e+05,1.51136e+03,6.32695e-19
33272612730.7,4.090,6.04082e+05,1.51000e+03,6.31752e-19
33282248060.0,4.091,6.04634e+05,1.50864e+03,6.30810e-19
33291883389.2,4.092,6.05187e+05,1.50728e+03,6.29869e-19
33301518718.5,4.093,6.05741e+05,1.50592e+03,6.28928e-19
33311154047.7,4.094,6.06296e+05,1.50456e+03,6.27989e-19
33320789377.0,4.096,6.06853e+05,1.50321e+03,6.27050e-19
33330424706.2,4.097,6.07410e+05,1.50185e+03,6.26113e-19
33340060035.5,4.098,6.07968e+05,1.50049e+03,6.25177e-19
33349695364.7,4.099,6.08527e+05,1.49913e+03,6.24242e-19
33359330694.0,4.100,6.09087e+05,1.49778e+03,6.23308e-19
33368966023.3,4.102,6.09647e+05,1.49642e+03,6.22375e-19
33378601352.5,4.103,6.10209e+05,1.49507e+03,6.21444e-19
33388236681.8,4.104,6.10771e+05,1.49372e+03,6.20513e-19
33397872011.0,4.105,6.11334e+05,1.49236e+03,6.19584e-19
33407507340.3,4.106,6.11897e+05,1.49101e+03,6.18656e-19
33417142669.5,4.107,6.12462e+05,1.48966e+03,6.17730e-19
33426777998.8,4.109,6.13027e+05,1.48831e+03,6.16805e-19
33436413328.0,4.110,6.13592e+05,1.48696e+03,6.15881e-19
33446048657.3,4.111,6.14159e+05,1.48561e+03,6.14959e-19
33455683986.6,4.112,6.14726e+05,1.48427e+03,6.14038e-19
33465319315.8,4.113,6.15293e+05,1.48292e+03,6.13118e-19
33474954645.1,4.115,6.15862e+05,1.48158e+03,6.12200e-19
33484589974.3,4.116,6.16430e+05,1.48024e+03,6.11283e-19
33494225303.6,4.117,6.17000e+05,1.47889e+03,6.10367e-19
33503860632.8,4.118,6.17570e+05,1.47755e+03,6.09453e-19
33513495962.1,4.119,6.18140e+05,1.47622e+03,6.08541e-19
33523131291.3,4.120,6.18711e+05,1.47488e+03,6.07630e-19
33532766620.6,4.122,6.19283e+05,1.47354e+03,6.06720e-19
33542401949.9,4.123,6.19855e+05,1.47220e+03,6.05812e-19
33552037279.1,4.124,6.20427e+05,1.47087e+03,6.04905e-19
33561672608.4,4.125,6.21001e+05,1.46954e+03,6.04000e-19
33571307937.6,4.126,6.21574e+05,1.46821e+03,6.03097e-19
33580943266.9,4.128,6.22148e+05,1.46688e+03,6.02194e-19
33590578596.1,4.129,6.22723e+05,1.46555e+03,6.01294e-19
33600213925.4,4.130,6.23298e+05,1.46422e+03,6.00395e-19
33609849254.6,4.131,6.23873e+05,1.46289e+03,5.99497e-19
33619484583.9,4.132,6.24449e+05,1.46157e+03,5.98601e-19
33629119913.2,4.133,6.25025e+05,1.46025e+03,5.97706e-19
33638755242.4,4.135,6.25602e+05,1.45892e+03,5.96813e-19
33648390571.7,4.136,6.26179e+05,1.45760e+03,5.95922e-19
33658025900.9,4.137,6.26757e+05,1.45628e+03,5.95032e-19
33667661230.2,4.138,6.27335e+05,1.45497e+03,5.94143e-19
33677296559.4,4.139,6.27913e+05,1.45365e+03,5.93256e-19
33686931888.7,4.141,6.28492e+05,1.45234e+03,5.92371e-19
33696567217.9,4.142,6.29071e+05,1.45102e+03,5.91487e-19
33706202547.2,4.143,6.29651e+05,1.44971e+03,5.90605e-19
33715837876.4,4.144,6.30231e+05,1.44840e+03,5.89724e-19
33725473205.7,4.145,6.30811e+05,1.44709e+03,5.88845e-19
33735108535.0,4.147,6.31392e+05,1.44578e+03,5.87967e-19
33744743864.2,4.148,6.31973e+05,1.44448e+03,5.87091e-19
33754379193.5,4.149,6.32555e+05,1.44317e+03,5.86216e-19
33764014522.7,4.150,6.33137e+05,1.44187e+03,5.85343e-19
33773649852.0,4.151,6.33719e+05,1.44057e+03,5.84472e-19
33783285181.2,4.152,6.34302e+05,1.43927e+03,5.83602e-19
33792920510.5,4.154,6.34885e+05,1.43797e+03,5.82734e-19
33802555839.7,4.155,6.35468e+05,1.43667e+03,5.81867e-19
33812191169.0,4.156,6.36052e+05,1.43538e+03,5.81001e-19
33821826498.3,4.157,6.36636e+05,1.43408e+03,5.80138e-19
33831461827.5,4.158,6.37220e+05,1.43279e+03,5.79276e-19
33841097156.8,4.160,6.37805e+05,1.43150e+03,5.78415e-19
33850732486.0,4.161,6.38390e+05,1.43021e+03,5.77556e-19
33860367815.3,4.162,6.38975e+05,1.42892e+03,5.76698e-19
33870003144.5,4.163,6.39561e+05,1.42764e+03,5.75842e-19
33879638473.8,4.164,6.40147e+05,1.42635e+03,5.74988e-19
33889273803.0,4.165,6.40734e+05,1.42507e+03,5.74135e-19
33898909132.3,4.167,6.41320e+05,1.42379e+03,5.73284e-19
33908544461.6,4.168,6.41908e+05,1.42251e+03,5.72434e-19
33918179790.8,4.169,6.42495e+05,1.42123e+03,5.71586e-19
33927815120.1,4.170,6.43083e+05,1.41995e+03,5.70739e-19
33937450449.3,4.171,6.43671e+05,1.41867e+03,5.69894e-19
33947085778.6,4.173,6.44259e+05,1.41740e+03,5.69050e-19
33956721107.8,4.174,6.44848e+05,1.41613e+03,5.68208e-19
33966356437.1,4.175,6.45437e+05,1.41486e+03,5.67368e-19
33975991766.3,4.176,6.46026e+05,1.41359e+03,5.66529e-19
33985627095.6,4.177,6.46616e+05,1.41232e+03,5.65691e-19
33995262424.9,4.178,6.47206e+05,1.41105e+03,5.64855e-19
34004897754.1,4.180,6.47796e+05,1.40979e+03,5.64021e-19
34014533083.4,4.181,6.48386e+05,1.40852e+03,5.63188e-19
34024168412.6,4.182,6.48977e+05,1.40726e+03,5.62357e-19
34033803741.9,4.183,6.49568e+05,1.40600e+03,5.61527e-19
34043439071.1,4.184,6.50160e+05,1.40474e+03,5.60698e-19
34053074400.4,4.186,6.50752e+05,1.40348e+03,5.59871e-19
34062709729.6,4.187,6.51344e+05,1.40223e+03,5.59046e-19
34072345058.9,4.188,6.51936e+05,1.40097e+03,5.58222e-19
34081980388.1,4.189,6.52529e+05,1.39972e+03,5.57400e-19
34091615717.4,4.190,6.53122e+05,1.39847e+03,5.56579e-19
34101251046.7,4.192,6.53715e+05,1.39722e+03,5.55760e-19
34110886375.9,4.193,6.54308e+05,1.39597e+03,5.54942e-19
34120521705.2,4.194,6.54902e+05,1.39472e+03,5.54126e-19
34130157034.4,4.195,6.55496e+05,1.39348e+03,5.53311e-19
34139792363.7,4.196,6.56090e+05,1.39223e+03,5.52498e-19
34149427692.9,4.197,6.56685e+05,1.39099e+03,5.51686e-19
34159063022.2,4.199,6.57280e+05,1.38975e+03,5.50876e-19
34168698351.4,4.200,6.57875e+05,1.38851e+03,5.50067e-19
34178333680.7,4.201,6.58471e+05,1.38727e+03,5.49260e-19
34187969010.0,4.202,6.59066e+05,1.38604e+03,5.48454e-19
34197604339.2,4.203,6.59662e+05,1.38480e+03,5.47650e-19
34207239668.5,4.205,6.60259e+05,1.38357e+03,5.46847e-19
34216874997.7,4.206,6.60855e+05,1.38234e+03,5.46046e-19
34226510327.0,4.207,6.61452e+05,1.38111e+03,5.45246e-19
34236145656.2,4.208,6.62049e+05,1.37988e+03,5.44448e-19
34245780985.5,4.209,6.62647e+05,1.37865e+03,5.43651e-19
34255416314.7,4.210,6.63244e+05,1.37743e+03,5.42855e-19
34265051644.0,4.212,6.63842e+05,1.37620e+03,5.42061e-19
34274686973.3,4.213,6.64441e+05,1.37498e+03,5.41269e-19
34284322302.5,4.214,6.65039e+05,1.37376e+03,5.40478e-19
34293957631.8,4.215,6.65638e+05,1.37254e+03,5.39688e-19
34303592961.0,4.216,6.66237e+05,1.37132e+03,5.38900e-19
34313228290.3,4.218,6.66836e+05,1.37011e+03,5.38113e-19
34322863619.5,4.219,6.67436e+05,1.36889e+03,5.37328e-19
34332498948.8,4.220,6.68036e+05,1.36768e+03,5.36545e-19
34342134278.0,4.221,6.68636e+05,1.36647e+03,5.35762e-19
34351769607.3,4.222,6.69236e+05,1.36525e+03,5.34981e-19
34361404936.6,4.223,6.69837e+05,1.36405e+03,5.34202e-19
34371040265.8,4.225,6.70438e+05,1.36284e+03,5.33424e-19
34380675595.1,4.226,6.71039e+05,1.36163e+03,5.32647e-19
34390310924.3,4.227,6.71640e+05,1.36043e+03,5.31872e-19
34399946253.6,4.228,6.72242e+05,1.35922e+03,5.31099e-19
34409581582.8,4.229,6.72844e+05,1.35802e+03,5.30326e-19
34419216912.1,4.231,6.73446e+05,1.35682e+03,5.29556e-19
34428852241.3,4.232,6.74048e+05,1.35562e+03,5.28786e-19
34438487570.6,4.233,6.74651e+05,1.35443e+03,5.28018e-19
34448122899.8,4.234,6.75254e+05,1.35323e+03,5.27252e-19
34457758229.1,4.235,6.75857e+05,1.35204e+03,5.26486e-19
34467393558.4,4.237,6.76461e+05,1.35085e+03,5.25723e-19
34477028887.6,4.238,6.77064e+05,1.34965e+03,5.24960e-19
34486664216.9,4.239,6.77668e+05,1.34847e+03,5.24199e-19
34496299546.1,4.240,6.78273e+05,1.34728e+03,5.23440e-19
34505934875.4,4.241,6.78877e+05,1.34609e+03,5.22682e-19
34515570204.6,4.242,6.79482e+05,1.34491e+03,5.21925e-19
34525205533.9,4.244,6.80087e+05,1.34372e+03,5.21170e-19
34534840863.1,4.245,6.80692e+05,1.34254e+03,5.20416e-19
34544476192.4,4.246,6.81298e+05,1.34136e+03,5.19663e-19
34554111521.7,4.247,6.81903e+05,1.34018e+03,5.18912e-19
34563746850.9,4.248,6.82509e+05,1.33900e+03,5.18163e-19
34573382180.2,4.250,6.83116e+05,1.33783e+03,5.17414e-19
34583017509.4,4.251,6.83722e+05,1.33665e+03,5.16667e-19
34592652838.7,4.252,6.84329e+05,1.33548e+03,5.15922e-19
34602288167.9,4.253,6.84936e+05,1.33431e+03,5.15177e-19
34611923497.2,4.254,6.85543e+05,1.33314e+03,5.14435e-19
34621558826.4,4.255,6.86150e+05,1.33197e+03,5.13693e-19
34631194155.7,4.257,6.86758e+05,1.33080e+03,5.12953e-19
34640829485.0,4.258,6.87366e+05,1.32963e+03,5.12214e-19
34650464814.2,4.259,6.87974e+05,1.32847e+03,5.11477e-19
34660100143.5,4.260,6.88583e+05,1.32730e+03,5.10741e-19
34669735472.7,4.261,6.89191e+05,1.32614e+03,5.10006e-19
34679370802.0,4.263,6.89800e+05,1.32498e+03,5.09273e-19
34689006131.2,4.264,6.90409e+05,1.32382e+03,5.08541e-19
34698641460.5,4.265,6.91019e+05,1.32267e+03,5.07810e-19
34708276789.7,4.266,6.91628e+05,1.32151e+03,5.07081e-19
34717912119.0,4.267,6.92238e+05,1.32036e+03,5.06353e-19
34727547448.3,4.268,6.92848e+05,1.31920e+03,5.05627e-19
34737182777.5,4.270,6.93459e+05,1.31805e+03,5.04901e-19
34746818106.8,4.271,6.94069e+05,1.31690e+03,5.04177e-19
34756453436.0,4.272,6.94680e+05,1.31575e+03,5.03455e-19
34766088765.3,4.273,6.95291e+05,1.31461e+03,5.02734e-19
34775724094.5,4.274,6.95902e+05,1.31346e+03,5.02014e-19
34785359423.8,4.276,6.96514e+05,1.31232e+03,5.01295e-19
34794994753.0,4.277,6.97126e+05,1.31117e+03,5.00578e-19
34804630082.3,4.278,6.97738e+05,1.31003e+03,4.99862e-19
34814265411.5,4.279,6.98350e+05,1.30889e+03,4.99147e-19
34823900740.8,4.280,6.98962e+05,1.30775e+03,4.98434e-19
34833536070.1,4.282,6.99575e+05,1.30661e+03,4.97722e-19
34843171399.3,4.283,7.00188e+05,1.30548e+03,4.97011e-19
34852806728.6,4.284,7.00801e+05,1.30434e+03,4.96302e-19
34862442057.8,4.285,7.01415e+05,1.30321e+03,4.95594e-19
34872077387.1,4.286,7.02028e+05,1.30208e+03,4.94887e-19
34881712716.3,4.287,7.02642e+05,1.30095e+03,4.94182e-19
34891348045.6,4.289,7.03256e+05,1.29982e+03,4.93477e-19
34900983374.8,4.290,7.03871e+05,1.29869e+03,4.92774e-19
34910618704.1,4.291,7.04485e+05,1.29757e+03,4.92073e-19
34920254033.4,4.292,7.05100e+05,1.29644e+03,4.91372e-19
34929889362.6,4.293,7.05715e+05,1.29532e+03,4.90673e-19
34939524691.9,4.295,7.06330e+05,1.29420e+03,4.89976e-19
34949160021.1,4.296,7.06946e+05,1.29308e+03,4.89279e-19
34958795350.4,4.297,7.07561e+05,1.29196e+03,4.88584e-19
34968430679.6,4.298,7.08177e+05,1.29084e+03,4.87890e-19
34978066008.9,4.299,7.08793e+05,1.28972e+03,4.87197e-19
34987701338.1,4.300,7.09410e+05,1.28861e+03,4.86506e-19
34997336667.4,4.302,7.10026e+05,1.28750e+03,4.85816e-19
35006971996.7,4.303,7.10643e+05,1.28638e+03,4.85127e-19
35016607325.9,4.304,7.11260e+05,1.28527e+03,4.84440e-19
35026242655.2,4.305,7.11878e+05,1.28416e+03,4.83753e-19
35035877984.4,4.306,7.12495e+05,1.28306e+03,4.83068e-19
35045513313.7,4.308,7.13113e+05,1.28195e+03,4.82384e-19
35055148642.9,4.309,7.13731e+05,1.28085e+03,4.81702e-19
35064783972.2,4.310,7.14349e+05,1.27974e+03,4.81020e-19
35074419301.4,4.311,7.14967e+05,1.27864e+03,4.80340e-19
35084054630.7,4.312,7.15586e+05,1.27754e+03,4.79662e-19
35093689960.0,4.313,7.16205e+05,1.27644e+03,4.78984e-19
35103325289.2,4.315,7.16824e+05,1.27534e+03,4.78308e-19
35112960618.5,4.316,7.17443e+05,1.27424e+03,4.77632e-19
35122595947.7,4.317,7.18063e+05,1.27315e+03,4.76959e-19
35132231277.0,4.318,7.18682e+05,1.27205e+03,4.76286e-19
35141866606.2,4.319,7.19302e+05,1.27096e+03,4.75615e-19
35151501935.5,4.321,7.19923e+05,1.26987e+03,4.74944e-19
35161137264.7,4.322,7.20543e+05,1.26878e+03,4.74275e-19
35170772594.0,4.323,7.21164e+05,1.26769e+03,4.73608e-19
35180407923.2,4.324,7.21784e+05,1.26660e+03,4.72941e-19
35190043252.5,4.325,7.22405e+05,1.26552e+03,4.72276e-19
35199678581.8,4.327,7.23027e+05,1.26443e+03,4.71612e-19
35209313911.0,4.328,7.23648e+05,1.26335e+03,4.70949e-19
35218949240.3,4.329,7.24270e+05,1.26227e+03,4.70287e-19
35228584569.5,4.330,7.24892e+05,1.26119e+03,4.69627e-19
35238219898.8,4.331,7.25514e+05,1.26011e+03,4.68967e-19
35247855228.0,4.332,7.26136e+05,1.25903e+03,4.68309e-19
35257490557.3,4.334,7.26759e+05,1.25795e+03,4.67652e-19
35267125886.5,4.335,7.27382e+05,1.25688e+03,4.66997e-19
35276761215.8,4.336,7.28005e+05,1.25580e+03,4.66342e-19
35286396545.1,4.337,7.28628e+05,1.25473e+03,4.65689e-19
35296031874.3,4.338,7.29251e+05,1.25366e+03,4.65037e-19
35305667203.6,4.340,7.29875e+05,1.25259e+03,4.64386e-19
35315302532.8,4.341,7.30499e+05,1.25152e+03,4.63736e-19
35324937862.1,4.342,7.31123e+05,1.25046e+03,4.63088e-19
35334573191.3,4.343,7.31747e+05,1.24939e+03,4.62440e-19
35344208520.6,4.344,7.32372e+05,1.24833e+03,4.61794e-19
35353843849.8,4.345,7.32996e+05,1.24726e+03,4.61149e-19
35363479179.1,4.347,7.33621e+05,1.24620e+03,4.60505e-19
35373114508.4,4.348,7.34246e+05,1.24514e+03,4.59862e-19
35382749837.6,4.349,7.34872e+05,1.24408e+03,4.59221e-19
35392385166.9,4.350,7.35497e+05,1.24302e+03,4.58580e-19
35402020496.1,4.351,7.36123e+05,1.24197e+03,4.57941e-19
35411655825.4,4.353,7.36749e+05,1.24091e+03,4.57303e-19
35421291154.6,4.354,7.37375e+05,1.23986e+03,4.56666e-19
35430926483.9,4.355,7.38002e+05,1.23880e+03,4.56031e-19
35440561813.1,4.356,7.38628e+05,1.23775e+03,4.55396e-19
35450197142.4,4.357,7.39255e+05,1.23670e+03,4.54762e-19
35459832471.7,4.358,7.39882e+05,1.23565e+03,4.54130e-19
35469467800.9,4.360,7.40509e+05,1.23461e+03,4.53499e-19
35479103130.2,4.361,7.41137e+05,1.23356e+03,4.52869e-19
35488738459.4,4.362,7.41764e+05,1.23251e+03,4.52240e-19
35498373788.7,4.363,7.42392e+05,1.23147e+03,4.51612e-19
35508009117.9,4.364,7.43020e+05,1.23043e+03,4.50986e-19
35517644447.2,4.366,7.43649e+05,1.22939e+03,4.50360e-19
35527279776.4,4.367,7.44277e+05,1.22835e+03,4.49736e-19
35536915105.7,4.368,7.44906e+05,1.22731e+03,4.49113e-19
35546550434.9,4.369,7.45535e+05,1.22627e+03,4.48491e-19
35556185764.2,4.370,7.46164e+05,1.22524e+03,4.47870e-19
35565821093.5,4.372,7.46793e+05,1.22420e+03,4.47250e-19
35575456422.7,4.373,7.47423e+05,1.22317e+03,4.46631e-19
35585091752.0,4.374,7.48052e+05,1.22214e+03,4.46014e-19
35594727081.2,4.375,7.48682e+05,1.22111e+03,4.45397e-19
35604362410.5,4.376,7.49312e+05,1.22008e+03,4.44782e-19
35613997739.7,4.377,7.49943e+05,1.21905e+03,4.44167e-19
35623633069.0,4.379,7.50573e+05,1.21802e+03,4.43554e-19
35633268398.2,4.380,7.51204e+05,1.21700e+03,4.42942e-19
35642903727.5,4.381,7.51835e+05,1.21597e+03,4.42331e-19
35652539056.8,4.382,7.52466e+05,1.21495e+03,4.41721e-19
35662174386.0,4.383,7.53097e+05,1.21393e+03,4.41113e-19
35671809715.3,4.385,7.53729e+05,1.21291e+03,4.40505e-19
35681445044.5,4.386,7.54361e+05,1.21189e+03,4.39898e-19
35691080373.8,4.387,7.54992e+05,1.21087e+03,4.39293e-19
35700715703.0,4.388,7.55625e+05,1.20985e+03,4.38689e-19
35710351032.3,4.389,7.56257e+05,1.20884e+03,4.38085e-19
35719986361.5,4.390,7.56890e+05,1.20782e+03,4.37483e-19
35729621690.8,4.392,7.57522e+05,1.20681e+03,4.36882e-19
35739257020.1,4.393,7.58155e+05,1.20580e+03,4.36282e-19
35748892349.3,4.394,7.58788e+05,1.20479e+03,4.35683e-19
35758527678.6,4.395,7.59422e+05,1.20378e+03,4.35085e-19
35768163007.8,4.396,7.60055e+05,1.20277e+03,4.34488e-19
35777798337.1,4.398,7.60689e+05,1.20176e+03,4.33892e-19
35787433666.3,4.399,7.61323e+05,1.20076e+03,4.33298e-19
35797068995.6,4.400,7.61957e+05,1.19975e+03,4.32704e-19
35806704324.8,4.401,7.62591e+05,1.19875e+03,4.32111e-19
35816339654.1,4.402,7.63226e+05,1.19775e+03,4.31520e-19
35825974983.4,4.404,7.63861e+05,1.19675e+03,4.30929e-19
35835610312.6,4.405,7.64495e+05,1.19575e+03,4.30340e-19
35845245641.9,4.406,7.65131e+05,1.19475e+03,4.29752e-19
35854880971.1,4.407,7.65766e+05,1.19375e+03,4.29164e-19
35864516300.4,4.408,7.66401e+05,1.19276e+03,4.28578e-19
35874151629.6,4.409,7.67037e+05,1.19176e+03,4.27993e-19
35883786958.9,4.411,7.67673e+05,1.19077e+03,4.27409e-19
35893422288.1,4.412,7.68309e+05,1.18978e+03,4.26826e-19
35903057617.4,4.413,7.68945e+05,1.18878e+03,4.26244e-19
35912692946.7,4.414,7.69582e+05,1.18779e+03,4.25663e-19
35922328275.9,4.415,7.70218e+05,1.18681e+03,4.25083e-19
35931963605.2,4.417,7.70855e+05,1.18582e+03,4.24504e-19
35941598934.4,4.418,7.71492e+05,1.18483e+03,4.23926e-19
35951234263.7,4.419,7.72130e+05,1.18385e+03,4.23349e-19
35960869592.9,4.420,7.72767e+05,1.18286e+03,4.22773e-19
35970504922.2,4.421,7.73405e+05,1.18188e+03,4.22198e-19
35980140251.4,4.422,7.74043e+05,1.18090e+03,4.21624e-19
35989775580.7,4.424,7.74681e+05,1.17992e+03,4.21052e-19
35999410909.9,4.425,7.75319e+05,1.17894e+03,4.20480e-19
36009046239.2,4.426,7.75957e+05,1.17796e+03,4.19909e-19
36018681568.5,4.427,7.76596e+05,1.17699e+03,4.19339e-19
36028316897.7,4.428,7.77235e+05,1.17601e+03,4.18771e-19
36037952227.0,4.430,7.77874e+05,1.17504e+03,4.18203e-19
36047587556.2,4.431,7.78513e+05,1.17407e+03,4.17636e-19
36057222885.5,4.432,7.79152e+05,1.17310e+03,4.17071e-19
36066858214.7,4.433,7.79792e+05,1.17212e+03,4.16506e-19
36076493544.0,4.434,7.80431e+05,1.17116e+03,4.15942e-19
36086128873.2,4.435,7.81071e+05,1.17019e+03,4.15379e-19
36095764202.5,4.437,7.81711e+05,1.16922e+03,4.14818e-19
36105399531.8,4.438,7.82352e+05,1.16826e+03,4.14257e-19
36115034861.0,4.439,7.82992e+05,1.16729e+03,4.13697e-19
36124670190.3,4.440,7.83633e+05,1.16633e+03,4.13139e-19
36134305519.5,4.441,7.84274e+05,1.16537e+03,4.12581e-19
36143940848.8,4.443,7.84915e+05,1.16440e+03,4.12024e-19
36153576178.0,4.444,7.85556e+05,1.16344e+03,4.11469e-19
36163211507.3,4.445,7.86197e+05,1.16249e+03,4.10914e-19
36172846836.5,4.446,7.86839e+05,1.16153e+03,4.10360e-19
36182482165.8,4.447,7.87481e+05,1.16057e+03,4.09807e-19
36192117495.1,4.449,7.88123e+05,1.15962e+03,4.09255e-19
36201752824.3,4.450,7.88765e+05,1.15866e+03,4.08705e-19
36211388153.6,4.451,7.89407e+05,1.15771e+03,4.08155e-19
36221023482.8,4.452,7.90050e+05,1.15676e+03,4.07606e-19
36230658812.1,4.453,7.90692e+05,1.15581e+03,4.07058e-19
36240294141.3,4.454,7.91335e+05,1.15486e+03,4.06511e-19
36249929470.6,4.456,7.91978e+05,1.15391e+03,4.05965e-19
36259564799.8,4.457,7.92622e+05,1.15296e+03,4.05420e-19
36269200129.1,4.458,7.93265e+05,1.15202e+03,4.04876e-19
36278835458.4,4.459,7.93909e+05,1.15107e+03,4.04333e-19
36288470787.6,4.460,7.94553e+05,1.15013e+03,4.03791e-19
36298106116.9,4.462,7.95197e+05,1.14919e+03,4.03249e-19
36307741446.1,4.463,7.95841e+05,1.14825e+03,4.02709e-19
36317376775.4,4.464,7.96485e+05,1.14731e+03,4.02170e-19
36327012104.6,4.465,7.97130e+05,1.14637e+03,4.01632e-19
36336647433.9,4.466,7.97774e+05,1.14543e+03,4.01094e-19
36346282763.1,4.467,7.98419e+05,1.14449e+03,4.00558e-19
36355918092.4,4.469,7.99064e+05,1.14356e+03,4.00022e-19
36365553421.6,4.470,7.99710e+05,1.14262e+03,3.99488e-19
36375188750.9,4.471,8.00355e+05,1.14169e+03,3.98954e-19
36384824080.2,4.472,8.01001e+05,1.14076e+03,3.98422e-19
36394459409.4,4.473,8.01647e+05,1.13983e+03,3.97890e-19
36404094738.7,4.475,8.02293e+05,1.13890e+03,3.97359e-19
36413730067.9,4.476,8.02939e+05,1.13797e+03,3.96829e-19
36423365397.2,4.477,8.03585e+05,1.13704e+03,3.96300e-19
36433000726.4,4.478,8.04232e+05,1.13611e+03,3.95772e-19
36442636055.7,4.479,8.04878e+05,1.13519e+03,3.95245e-19
36452271384.9,4.480,8.05525e+05,1.13427e+03,3.94719e-19
36461906714.2,4.482,8.06172e+05,1.13334e+03,3.94194e-19
36471542043.5,4.483,8.06819e+05,1.13242e+03,3.93669e-19
36481177372.7,4.484,8.07467e+05,1.13150e+03,3.93146e-19
36490812702.0,4.485,8.08114e+05,1.13058e+03,3.92624e-19
36500448031.2,4.486,8.08762e+05,1.12966e+03,3.92102e-19
36510083360.5,4.488,8.09410e+05,1.12874e+03,3.91581e-19
36519718689.7,4.489,8.10058e+05,1.12783e+03,3.91062e-19
36529354019.0,4.490,8.10707e+05,1.12691e+03,3.90543e-19
36538989348.2,4.491,8.11355e+05,1.12600e+03,3.90025e-19
36548624677.5,4.492,8.12004e+05,1.12508e+03,3.89508e-19
36558260006.8,4.494,8.12652e+05,1.12417e+03,3.88992e-19
36567895336.0,4.495,8.13301e+05,1.12326e+03,3.88477e-19
36577530665.3,4.496,8.13951e+05,1.12235e+03,3.87962e-19
36587165994.5,4.497,8.14600e+05,1.12144e+03,3.87449e-19
36596801323.8,4.498,8.15250e+05,1.12054e+03,3.86936e-19
36606436653.0,4.499,8.15899e+05,1.11963e+03,3.86425e-19
36616071982.3,4.501,8.16549e+05,1.11872e+03,3.85914e-19
36625707311.5,4.502,8.17199e+05,1.11782e+03,3.85404e-19
36635342640.8,4.503,8.17849e+05,1.11692e+03,3.84895e-19
36644977970.1,4.504,8.18500e+05,1.11601e+03,3.84387e-19
36654613299.3,4.505,8.19150e+05,1.11511e+03,3.83880e-19
36664248628.6,4.507,8.19801e+05,1.11421e+03,3.83374e-19
