#Planet: 1.1620 Mjup, 1.1380 Rjup, 0.031 au 
#Star: 0.846 Msun, 0.328 Lsun 
#Spectrum: 24170 ergs/s/cm2, hd189733, [0.620,91.165] nm
#HD189733b w/ 10xZ_solar H,He,C,N,O,Ne,MgII,SiII,Ca. Actual HD189733 spectrum.
r,r/Rp,v,T,rho
9291347975.4,1.142,1.09352e+02,8.00491e+03,4.47777e-14
9293789549.8,1.142,1.10314e+02,8.01225e+03,4.43637e-14
9296231124.1,1.143,1.11284e+02,8.01956e+03,4.39542e-14
9298672698.5,1.143,1.12260e+02,8.02686e+03,4.35491e-14
9301114272.8,1.143,1.13243e+02,8.03413e+03,4.31483e-14
9303555847.2,1.144,1.14233e+02,8.04138e+03,4.27519e-14
9305997421.5,1.144,1.15231e+02,8.04861e+03,4.23597e-14
9308438995.9,1.144,1.16235e+02,8.05581e+03,4.19717e-14
9310880570.3,1.144,1.17246e+02,8.06300e+03,4.15878e-14
9313322144.6,1.145,1.18265e+02,8.07016e+03,4.12080e-14
9315763719.0,1.145,1.19290e+02,8.07730e+03,4.08323e-14
9318205293.3,1.145,1.20323e+02,8.08442e+03,4.04606e-14
9320646867.7,1.146,1.21363e+02,8.09151e+03,4.00929e-14
9323088442.0,1.146,1.22411e+02,8.09859e+03,3.97290e-14
9325530016.4,1.146,1.23465e+02,8.10564e+03,3.93690e-14
9327971590.7,1.147,1.24527e+02,8.11267e+03,3.90128e-14
9330413165.1,1.147,1.25597e+02,8.11967e+03,3.86603e-14
9332854739.4,1.147,1.26674e+02,8.12666e+03,3.83116e-14
9335296313.8,1.147,1.27758e+02,8.13362e+03,3.79666e-14
9337737888.1,1.148,1.28850e+02,8.14056e+03,3.76251e-14
9340179462.5,1.148,1.29950e+02,8.14748e+03,3.72873e-14
9342621036.8,1.148,1.31057e+02,8.15438e+03,3.69530e-14
9345062611.2,1.149,1.32171e+02,8.16126e+03,3.66222e-14
9347504185.5,1.149,1.33294e+02,8.16811e+03,3.62948e-14
9349945759.9,1.149,1.34424e+02,8.17494e+03,3.59709e-14
9352387334.2,1.150,1.35562e+02,8.18175e+03,3.56503e-14
9354828908.6,1.150,1.36708e+02,8.18854e+03,3.53331e-14
9357270482.9,1.150,1.37861e+02,8.19530e+03,3.50192e-14
9359712057.3,1.150,1.39023e+02,8.20204e+03,3.47085e-14
9362153631.6,1.151,1.40192e+02,8.20877e+03,3.44010e-14
9364595206.0,1.151,1.41369e+02,8.21546e+03,3.40967e-14
9367036780.3,1.151,1.42555e+02,8.22214e+03,3.37956e-14
9369478354.7,1.152,1.43748e+02,8.22880e+03,3.34975e-14
9371919929.0,1.152,1.44950e+02,8.23543e+03,3.32026e-14
9374361503.4,1.152,1.46159e+02,8.24204e+03,3.29106e-14
9376803077.7,1.153,1.47377e+02,8.24863e+03,3.26217e-14
9379244652.1,1.153,1.48603e+02,8.25519e+03,3.23357e-14
9381686226.4,1.153,1.49837e+02,8.26174e+03,3.20526e-14
9384127800.8,1.153,1.51080e+02,8.26826e+03,3.17725e-14
9386569375.1,1.154,1.52331e+02,8.27476e+03,3.14951e-14
9389010949.5,1.154,1.53590e+02,8.28124e+03,3.12206e-14
9391452523.9,1.154,1.54858e+02,8.28770e+03,3.09489e-14
9393894098.2,1.155,1.56135e+02,8.29414e+03,3.06800e-14
9396335672.6,1.155,1.57419e+02,8.30055e+03,3.04138e-14
9398777246.9,1.155,1.58713e+02,8.30694e+03,3.01503e-14
9401218821.3,1.156,1.60015e+02,8.31331e+03,2.98894e-14
9403660395.6,1.156,1.61326e+02,8.31966e+03,2.96312e-14
9406101970.0,1.156,1.62645e+02,8.32599e+03,2.93756e-14
9408543544.3,1.156,1.63973e+02,8.33229e+03,2.91225e-14
9410985118.7,1.157,1.65310e+02,8.33858e+03,2.88720e-14
9413426693.0,1.157,1.66656e+02,8.34484e+03,2.86240e-14
9415868267.4,1.157,1.68010e+02,8.35108e+03,2.83785e-14
9418309841.7,1.158,1.69374e+02,8.35730e+03,2.81354e-14
9420751416.1,1.158,1.70746e+02,8.36350e+03,2.78948e-14
9423192990.4,1.158,1.72128e+02,8.36967e+03,2.76566e-14
9425634564.8,1.159,1.73518e+02,8.37582e+03,2.74207e-14
9428076139.1,1.159,1.74918e+02,8.38196e+03,2.71872e-14
9430517713.5,1.159,1.76327e+02,8.38807e+03,2.69561e-14
9432959287.8,1.159,1.77745e+02,8.39416e+03,2.67272e-14
9435400862.2,1.160,1.79172e+02,8.40023e+03,2.65005e-14
9437842436.5,1.160,1.80609e+02,8.40627e+03,2.62761e-14
9440284010.9,1.160,1.82055e+02,8.41230e+03,2.60540e-14
9442725585.2,1.161,1.83510e+02,8.41830e+03,2.58340e-14
9445167159.6,1.161,1.84975e+02,8.42428e+03,2.56162e-14
9447608733.9,1.161,1.86449e+02,8.43025e+03,2.54005e-14
9450050308.3,1.162,1.87933e+02,8.43619e+03,2.51869e-14
9452491882.6,1.162,1.89426e+02,8.44211e+03,2.49755e-14
9454933457.0,1.162,1.90929e+02,8.44800e+03,2.47661e-14
9457375031.3,1.162,1.92441e+02,8.45388e+03,2.45587e-14
9459816605.7,1.163,1.93964e+02,8.45974e+03,2.43534e-14
9462258180.0,1.163,1.95496e+02,8.46557e+03,2.41501e-14
9464699754.4,1.163,1.97038e+02,8.47138e+03,2.39488e-14
9467141328.7,1.164,1.98589e+02,8.47718e+03,2.37494e-14
9469582903.1,1.164,2.00151e+02,8.48295e+03,2.35519e-14
9472024477.5,1.164,2.01723e+02,8.48870e+03,2.33564e-14
9474466051.8,1.165,2.03304e+02,8.49443e+03,2.31627e-14
9476907626.2,1.165,2.04896e+02,8.50014e+03,2.29709e-14
9479349200.5,1.165,2.06498e+02,8.50582e+03,2.27810e-14
9481790774.9,1.165,2.08110e+02,8.51149e+03,2.25929e-14
9484232349.2,1.166,2.09732e+02,8.51714e+03,2.24066e-14
9486673923.6,1.166,2.11364e+02,8.52276e+03,2.22221e-14
9489115497.9,1.166,2.13007e+02,8.52837e+03,2.20394e-14
9491557072.3,1.167,2.14660e+02,8.53395e+03,2.18584e-14
9493998646.6,1.167,2.16324e+02,8.53951e+03,2.16792e-14
9496440221.0,1.167,2.17998e+02,8.54506e+03,2.15016e-14
9498881795.3,1.168,2.19682e+02,8.55058e+03,2.13258e-14
9501323369.7,1.168,2.21378e+02,8.55608e+03,2.11516e-14
9503764944.0,1.168,2.23083e+02,8.56156e+03,2.09791e-14
9506206518.4,1.168,2.24800e+02,8.56702e+03,2.08082e-14
9508648092.7,1.169,2.26527e+02,8.57246e+03,2.06390e-14
9511089667.1,1.169,2.28265e+02,8.57788e+03,2.04713e-14
9513531241.4,1.169,2.30014e+02,8.58328e+03,2.03053e-14
9515972815.8,1.170,2.31773e+02,8.58866e+03,2.01408e-14
9518414390.1,1.170,2.33544e+02,8.59402e+03,1.99778e-14
9520855964.5,1.170,2.35326e+02,8.59936e+03,1.98164e-14
9523297538.8,1.171,2.37118e+02,8.60468e+03,1.96565e-14
9525739113.2,1.171,2.38922e+02,8.60998e+03,1.94981e-14
9528180687.5,1.171,2.40737e+02,8.61526e+03,1.93412e-14
9530622261.9,1.171,2.42564e+02,8.62052e+03,1.91857e-14
9533063836.2,1.172,2.44401e+02,8.62576e+03,1.90317e-14
9535505410.6,1.172,2.46250e+02,8.63098e+03,1.88791e-14
9537946984.9,1.172,2.48110e+02,8.63618e+03,1.87280e-14
9540388559.3,1.173,2.49982e+02,8.64136e+03,1.85783e-14
9542830133.6,1.173,2.51865e+02,8.64653e+03,1.84299e-14
9545271708.0,1.173,2.53760e+02,8.65167e+03,1.82829e-14
9547756126.5,1.174,2.55700e+02,8.65688e+03,1.81348e-14
9550284141.0,1.174,2.57686e+02,8.66216e+03,1.79855e-14
9552856516.4,1.174,2.59721e+02,8.66752e+03,1.78350e-14
9555474031.3,1.174,2.61804e+02,8.67294e+03,1.76834e-14
9558137477.7,1.175,2.63938e+02,8.67844e+03,1.75306e-14
9560847661.6,1.175,2.66124e+02,8.68401e+03,1.73767e-14
9563605403.1,1.175,2.68364e+02,8.68966e+03,1.72218e-14
9566411536.9,1.176,2.70659e+02,8.69538e+03,1.70658e-14
9569266911.9,1.176,2.73010e+02,8.70117e+03,1.69087e-14
9572172392.4,1.177,2.75420e+02,8.70704e+03,1.67505e-14
9575128857.6,1.177,2.77890e+02,8.71299e+03,1.65914e-14
9578137202.1,1.177,2.80422e+02,8.71901e+03,1.64313e-14
9581198336.3,1.178,2.83018e+02,8.72511e+03,1.62701e-14
9584313186.5,1.178,2.85680e+02,8.73129e+03,1.61081e-14
9587482695.4,1.178,2.88410e+02,8.73754e+03,1.59451e-14
9590707822.0,1.179,2.91209e+02,8.74388e+03,1.57812e-14
9593989542.4,1.179,2.94081e+02,8.75029e+03,1.56164e-14
9597328849.6,1.180,2.97027e+02,8.75678e+03,1.54507e-14
9600726754.2,1.180,3.00049e+02,8.76335e+03,1.52843e-14
9604184284.3,1.180,3.03151e+02,8.77000e+03,1.51170e-14
9607702486.4,1.181,3.06334e+02,8.77674e+03,1.49490e-14
9611282425.0,1.181,3.09601e+02,8.78355e+03,1.47802e-14
9614925183.5,1.182,3.12955e+02,8.79045e+03,1.46107e-14
9618631864.2,1.182,3.16399e+02,8.79742e+03,1.44405e-14
9622403588.9,1.183,3.19936e+02,8.80448e+03,1.42697e-14
9626241498.8,1.183,3.23568e+02,8.81163e+03,1.40983e-14
9630146755.5,1.184,3.27299e+02,8.81885e+03,1.39263e-14
9634120540.7,1.184,3.31132e+02,8.82616e+03,1.37537e-14
9638164056.9,1.185,3.35070e+02,8.83355e+03,1.35807e-14
9642278527.7,1.185,3.39118e+02,8.84103e+03,1.34071e-14
9646465198.3,1.186,3.43279e+02,8.84860e+03,1.32331e-14
9650725335.5,1.186,3.47556e+02,8.85624e+03,1.30587e-14
9655060228.6,1.187,3.51954e+02,8.86398e+03,1.28840e-14
9659471189.3,1.187,3.56476e+02,8.87180e+03,1.27089e-14
9663959552.5,1.188,3.61128e+02,8.87971e+03,1.25335e-14
9668526676.4,1.188,3.65914e+02,8.88770e+03,1.23579e-14
9673173943.1,1.189,3.70838e+02,8.89579e+03,1.21821e-14
9677902758.9,1.190,3.75905e+02,8.90396e+03,1.20062e-14
9682714554.8,1.190,3.81122e+02,8.91222e+03,1.18301e-14
9687610786.9,1.191,3.86492e+02,8.92057e+03,1.16539e-14
9692592936.9,1.191,3.92021e+02,8.92901e+03,1.14777e-14
9697662512.5,1.192,3.97717e+02,8.93755e+03,1.13015e-14
9702821047.7,1.193,4.03583e+02,8.94617e+03,1.11254e-14
9708070103.7,1.193,4.09628e+02,8.95489e+03,1.09494e-14
9713411268.8,1.194,4.15857e+02,8.96370e+03,1.07735e-14
9718846159.4,1.195,4.22278e+02,8.97260e+03,1.05978e-14
9724376420.1,1.195,4.28898e+02,8.98160e+03,1.04224e-14
9730003724.5,1.196,4.35724e+02,8.99070e+03,1.02473e-14
9735729775.5,1.197,4.42765e+02,8.99990e+03,1.00724e-14
9741556305.8,1.197,4.50028e+02,9.00919e+03,9.89803e-15
9747485078.6,1.198,4.57522e+02,9.01858e+03,9.72405e-15
9753517888.1,1.199,4.65258e+02,9.02808e+03,9.55056e-15
9759656559.9,1.200,4.73242e+02,9.03768e+03,9.37761e-15
9765902951.6,1.200,4.81487e+02,9.04738e+03,9.20524e-15
9772258953.4,1.201,4.90002e+02,9.05720e+03,9.03351e-15
9778726488.9,1.202,4.98798e+02,9.06712e+03,8.86248e-15
9785307515.0,1.203,5.07886e+02,9.07715e+03,8.69219e-15
9792004023.4,1.204,5.17279e+02,9.08730e+03,8.52269e-15
9798818040.5,1.204,5.26987e+02,9.09756e+03,8.35405e-15
9805751628.4,1.205,5.37026e+02,9.10794e+03,8.18630e-15
9812806885.1,1.206,5.47406e+02,9.11844e+03,8.01951e-15
9819985945.8,1.207,5.58144e+02,9.12907e+03,7.85373e-15
9827290982.8,1.208,5.69253e+02,9.13982e+03,7.68902e-15
9834724206.9,1.209,5.80749e+02,9.15071e+03,7.52543e-15
9842287867.4,1.210,5.92648e+02,9.16172e+03,7.36301e-15
9849984253.2,1.211,6.04966e+02,9.17288e+03,7.20182e-15
9857815693.2,1.212,6.17720e+02,9.18418e+03,7.04192e-15
9865784557.5,1.213,6.30929e+02,9.19563e+03,6.88335e-15
9873893257.4,1.214,6.44611e+02,9.20722e+03,6.72619e-15
9882144246.9,1.215,6.58786e+02,9.21897e+03,6.57048e-15
9890540022.7,1.216,6.73474e+02,9.23088e+03,6.41627e-15
9899083125.5,1.217,6.88695e+02,9.24296e+03,6.26363e-15
9907776140.7,1.218,7.04473e+02,9.25520e+03,6.11261e-15
9916621698.7,1.219,7.20828e+02,9.26761e+03,5.96327e-15
9925622476.4,1.220,7.37784e+02,9.28020e+03,5.81565e-15
9934781197.6,1.221,7.55366e+02,9.29298e+03,5.66982e-15
9944100633.8,1.222,7.73598e+02,9.30594e+03,5.52582e-15
9953583605.2,1.223,7.92506e+02,9.31910e+03,5.38371e-15
9963232981.5,1.225,8.12116e+02,9.33245e+03,5.24353e-15
9973051682.7,1.226,8.32456e+02,9.34601e+03,5.10535e-15
9983042680.0,1.227,8.53553e+02,9.35977e+03,4.96919e-15
9993208997.0,1.228,8.75437e+02,9.37374e+03,4.83512e-15
10003553710.0,1.230,8.98137e+02,9.38793e+03,4.70317e-15
10014079949.5,1.231,9.21683e+02,9.40234e+03,4.57339e-15
10024790900.9,1.232,9.46106e+02,9.41697e+03,4.44581e-15
10035689805.5,1.234,9.71439e+02,9.43183e+03,4.32048e-15
10046779961.3,1.235,9.97713e+02,9.44691e+03,4.19741e-15
10058064724.6,1.236,1.02496e+03,9.46223e+03,4.07666e-15
10069547510.1,1.238,1.05322e+03,9.47779e+03,3.95823e-15
10081231792.8,1.239,1.08252e+03,9.49358e+03,3.84216e-15
10093121108.3,1.241,1.11291e+03,9.50960e+03,3.72847e-15
10105219054.8,1.242,1.14441e+03,9.52587e+03,3.61717e-15
10117529293.0,1.244,1.17706e+03,9.54237e+03,3.50827e-15
10130055548.3,1.245,1.21090e+03,9.55912e+03,3.40180e-15
10142801611.2,1.247,1.24597e+03,9.57611e+03,3.29774e-15
10155771339.0,1.248,1.28231e+03,9.59333e+03,3.19610e-15
10168968656.4,1.250,1.31996e+03,9.61080e+03,3.09688e-15
10182397557.1,1.252,1.35896e+03,9.62850e+03,3.00008e-15
10196062104.9,1.253,1.39935e+03,9.64644e+03,2.90568e-15
10209966434.9,1.255,1.44118e+03,9.66461e+03,2.81367e-15
10224114754.7,1.257,1.48448e+03,9.68302e+03,2.72403e-15
10238511345.7,1.258,1.52931e+03,9.70165e+03,2.63675e-15
10253160564.6,1.260,1.57570e+03,9.72050e+03,2.55180e-15
10268066844.4,1.262,1.62372e+03,9.73958e+03,2.46916e-15
10283234696.0,1.264,1.67340e+03,9.75888e+03,2.38879e-15
10298668709.4,1.266,1.72479e+03,9.77840e+03,2.31067e-15
10314373555.0,1.268,1.77795e+03,9.79812e+03,2.23476e-15
10330353985.5,1.270,1.83292e+03,9.81805e+03,2.16103e-15
10346614836.7,1.272,1.88977e+03,9.83818e+03,2.08944e-15
10363161029.3,1.274,1.94855e+03,9.85851e+03,2.01995e-15
10379997570.5,1.276,2.00930e+03,9.87904e+03,1.95252e-15
10397129555.3,1.278,2.07211e+03,9.89975e+03,1.88710e-15
10414562167.9,1.280,2.13701e+03,9.92064e+03,1.82366e-15
10432300683.8,1.282,2.20409e+03,9.94171e+03,1.76216e-15
10450350470.8,1.284,2.27339e+03,9.96296e+03,1.70254e-15
10468716991.1,1.287,2.34499e+03,9.98437e+03,1.64477e-15
10487405802.6,1.289,2.41896e+03,1.00059e+04,1.58879e-15
10506422560.8,1.291,2.49537e+03,1.00277e+04,1.53457e-15
10525773020.5,1.294,2.57429e+03,1.00496e+04,1.48206e-15
10545463037.3,1.296,2.65580e+03,1.00716e+04,1.43121e-15
10565498569.8,1.299,2.73998e+03,1.00938e+04,1.38198e-15
10585885680.9,1.301,2.82691e+03,1.01161e+04,1.33433e-15
10606630540.1,1.304,2.91667e+03,1.01385e+04,1.28821e-15
10627739425.0,1.306,3.00935e+03,1.01611e+04,1.24358e-15
10649218723.5,1.309,3.10505e+03,1.01838e+04,1.20040e-15
10671074935.4,1.312,3.20385e+03,1.02066e+04,1.15862e-15
10693314674.9,1.314,3.30585e+03,1.02295e+04,1.11820e-15
10715944671.9,1.317,3.41115e+03,1.02525e+04,1.07911e-15
10738971774.6,1.320,3.51985e+03,1.02756e+04,1.04130e-15
10762402951.2,1.323,3.63206e+03,1.02988e+04,1.00474e-15
10786245292.5,1.326,3.74789e+03,1.03220e+04,9.69388e-16
10810506013.3,1.329,3.86746e+03,1.03454e+04,9.35206e-16
10835192455.4,1.332,3.99088e+03,1.03688e+04,9.02159e-16
10860312089.2,1.335,4.11826e+03,1.03923e+04,8.70212e-16
10885872516.1,1.338,4.24974e+03,1.04158e+04,8.39333e-16
10911881471.3,1.341,4.38545e+03,1.04394e+04,8.09486e-16
10938346825.2,1.344,4.52551e+03,1.04630e+04,7.80640e-16
10965276586.7,1.348,4.67007e+03,1.04866e+04,7.52765e-16
10992678905.1,1.351,4.81925e+03,1.05102e+04,7.25828e-16
11020562072.8,1.355,4.97322e+03,1.05339e+04,6.99801e-16
11048934527.4,1.358,5.13212e+03,1.05576e+04,6.74656e-16
11077804855.0,1.362,5.29609e+03,1.05812e+04,6.50363e-16
11107181792.1,1.365,5.46531e+03,1.06048e+04,6.26896e-16
11137074228.5,1.369,5.63993e+03,1.06284e+04,6.04229e-16
11167491210.1,1.373,5.82012e+03,1.06520e+04,5.82336e-16
11198441941.5,1.376,6.00605e+03,1.06754e+04,5.61193e-16
11229935788.8,1.380,6.19790e+03,1.06989e+04,5.40775e-16
11261982282.5,1.384,6.39585e+03,1.07222e+04,5.21059e-16
11294591120.3,1.388,6.60008e+03,1.07454e+04,5.02023e-16
11327772169.9,1.392,6.81079e+03,1.07685e+04,4.83645e-16
11361535472.6,1.396,7.02818e+03,1.07915e+04,4.65903e-16
11395891245.5,1.401,7.25244e+03,1.08144e+04,4.48777e-16
11430849885.1,1.405,7.48378e+03,1.08370e+04,4.32248e-16
11466421970.4,1.409,7.72241e+03,1.08595e+04,4.16295e-16
11502618266.0,1.414,7.96855e+03,1.08818e+04,4.00901e-16
11539449725.4,1.418,8.22242e+03,1.09038e+04,3.86046e-16
11576927494.3,1.423,8.48424e+03,1.09256e+04,3.71713e-16
11615062913.9,1.428,8.75425e+03,1.09472e+04,3.57886e-16
11653867524.6,1.432,9.03268e+03,1.09684e+04,3.44548e-16
11693353069.2,1.437,9.31977e+03,1.09893e+04,3.31682e-16
11733531496.5,1.442,9.61578e+03,1.10099e+04,3.19273e-16
11774414965.0,1.447,9.92095e+03,1.10301e+04,3.07306e-16
11816015846.7,1.452,1.02355e+04,1.10499e+04,2.95767e-16
11858346730.6,1.458,1.05598e+04,1.10692e+04,2.84641e-16
11901420426.5,1.463,1.08940e+04,1.10881e+04,2.73915e-16
11945249969.1,1.468,1.12384e+04,1.11065e+04,2.63574e-16
11989848621.8,1.474,1.15933e+04,1.11243e+04,2.53608e-16
12035229880.9,1.479,1.19590e+04,1.11416e+04,2.44002e-16
12081407479.2,1.485,1.23357e+04,1.11582e+04,2.34745e-16
12128395390.8,1.491,1.27238e+04,1.11742e+04,2.25825e-16
12176207834.9,1.497,1.31235e+04,1.11895e+04,2.17230e-16
12224859280.0,1.503,1.35351e+04,1.12041e+04,2.08950e-16
12274364448.9,1.509,1.39590e+04,1.12178e+04,2.00975e-16
12324738322.5,1.515,1.43953e+04,1.12308e+04,1.93292e-16
12375996144.5,1.521,1.48445e+04,1.12428e+04,1.85894e-16
12428153426.2,1.528,1.53068e+04,1.12540e+04,1.78769e-16
12481225951.3,1.534,1.57826e+04,1.12641e+04,1.71908e-16
12535229780.1,1.541,1.62721e+04,1.12732e+04,1.65303e-16
12590181255.0,1.548,1.67756e+04,1.12812e+04,1.58944e-16
12646097004.9,1.554,1.72936e+04,1.12881e+04,1.52822e-16
12702993950.9,1.561,1.78262e+04,1.12938e+04,1.46931e-16
12760889310.5,1.568,1.83738e+04,1.12982e+04,1.41260e-16
12819800603.9,1.576,1.89368e+04,1.13012e+04,1.35804e-16
12879745658.3,1.583,1.95154e+04,1.13029e+04,1.30553e-16
12940742613.9,1.591,2.01100e+04,1.13031e+04,1.25501e-16
13002809929.3,1.598,2.07209e+04,1.13017e+04,1.20641e-16
13065966386.7,1.606,2.13484e+04,1.12988e+04,1.15965e-16
13130231098.4,1.614,2.19928e+04,1.12943e+04,1.11468e-16
13195623511.5,1.622,2.26544e+04,1.12880e+04,1.07142e-16
13262163414.8,1.630,2.33336e+04,1.12799e+04,1.02982e-16
13329870944.1,1.638,2.40308e+04,1.12699e+04,9.89808e-17
13398766588.6,1.647,2.47461e+04,1.12580e+04,9.51334e-17
13468871197.2,1.656,2.54800e+04,1.12441e+04,9.14338e-17
13540205984.3,1.664,2.62327e+04,1.12282e+04,8.78765e-17
13612792537.0,1.673,2.70046e+04,1.12101e+04,8.44564e-17
13686652820.7,1.682,2.77961e+04,1.11898e+04,8.11681e-17
13761809186.8,1.692,2.86074e+04,1.11673e+04,7.80068e-17
13838284378.5,1.701,2.94389e+04,1.11424e+04,7.49677e-17
13916101538.2,1.710,3.02910e+04,1.11152e+04,7.20461e-17
13995284214.5,1.720,3.11640e+04,1.10855e+04,6.92376e-17
14075856369.1,1.730,3.20582e+04,1.10534e+04,6.65377e-17
14157842384.3,1.740,3.29741e+04,1.10187e+04,6.39424e-17
14241267070.1,1.750,3.39119e+04,1.09813e+04,6.14475e-17
14326155672.0,1.761,3.48722e+04,1.09414e+04,5.90492e-17
14412533878.4,1.771,3.58553e+04,1.08988e+04,5.67437e-17
14500427828.6,1.782,3.68616e+04,1.08534e+04,5.45273e-17
14589864120.4,1.793,3.78915e+04,1.08053e+04,5.23966e-17
14680869818.4,1.804,3.89457e+04,1.07544e+04,5.03481e-17
14773472462.3,1.816,4.00244e+04,1.07007e+04,4.83787e-17
14867700074.9,1.827,4.11283e+04,1.06442e+04,4.64852e-17
14963581170.6,1.839,4.22579e+04,1.05848e+04,4.46645e-17
15061144764.5,1.851,4.34138e+04,1.05225e+04,4.29137e-17
15160420380.6,1.863,4.45965e+04,1.04575e+04,4.12302e-17
15261438061.0,1.876,4.58067e+04,1.03895e+04,3.96111e-17
15364228375.1,1.888,4.70451e+04,1.03187e+04,3.80539e-17
15468822428.6,1.901,4.83125e+04,1.02450e+04,3.65561e-17
15575251873.0,1.914,4.96096e+04,1.01685e+04,3.51153e-17
15683548915.5,1.928,5.09372e+04,1.00891e+04,3.37293e-17
15793746328.1,1.941,5.22962e+04,1.00070e+04,3.23958e-17
15905877458.1,1.955,5.36876e+04,9.92211e+03,3.11127e-17
16019976237.8,1.969,5.51123e+04,9.83447e+03,2.98781e-17
16136077195.1,1.983,5.65715e+04,9.74414e+03,2.86900e-17
16254215463.8,1.998,5.80662e+04,9.65116e+03,2.75465e-17
