#Planet: 0.8000 Mjup, 1.5000 Rjup, 0.050 au 
#Star: 1.000 Msun, 1.778 Lsun 
#Spectrum: 1096 ergs/s/cm2, scaled-solar, [0.600,91.200] nm
#Tutorial example planet w/ 10xZ_solar H,He,C,O. Scaled solar spectrum.
r,r/Rp,v,T,rho,heat_ion
39410662668.1,3.675,6.90717e+05,2.82972e+03,3.14301e-18,3.31787e-11
39418582598.9,3.676,6.90970e+05,2.82884e+03,3.14060e-18,3.31455e-11
39426365949.5,3.677,6.91218e+05,2.82799e+03,3.13824e-18,3.31128e-11
39434015075.0,3.677,6.91461e+05,2.82714e+03,3.13592e-18,3.30808e-11
39441532290.3,3.678,6.91701e+05,2.82631e+03,3.13364e-18,3.30493e-11
39448919870.1,3.679,6.91936e+05,2.82550e+03,3.13140e-18,3.30185e-11
39456180050.0,3.679,6.92167e+05,2.82470e+03,3.12920e-18,3.29882e-11
39463315027.1,3.680,6.92395e+05,2.82392e+03,3.12704e-18,3.29584e-11
39470326960.5,3.681,6.92618e+05,2.82314e+03,3.12492e-18,3.29292e-11
39477217972.2,3.681,6.92838e+05,2.82239e+03,3.12284e-18,3.29005e-11
39483990147.3,3.682,6.93054e+05,2.82164e+03,3.12080e-18,3.28724e-11
39490645535.3,3.683,6.93266e+05,2.82091e+03,3.11879e-18,3.28448e-11
39497186150.2,3.683,6.93474e+05,2.82019e+03,3.11682e-18,3.28177e-11
39503613971.2,3.684,6.93679e+05,2.81949e+03,3.11488e-18,3.27910e-11
39509930943.6,3.684,6.93880e+05,2.81879e+03,3.11299e-18,3.27649e-11
39516138978.8,3.685,6.94078e+05,2.81811e+03,3.11112e-18,3.27392e-11
39522239955.6,3.685,6.94273e+05,2.81744e+03,3.10929e-18,3.27140e-11
39528235720.2,3.686,6.94464e+05,2.81679e+03,3.10749e-18,3.26893e-11
39534128087.0,3.687,6.94652e+05,2.81614e+03,3.10572e-18,3.26650e-11
39539918839.0,3.687,6.94837e+05,2.81551e+03,3.10399e-18,3.26412e-11
39545609728.8,3.688,6.95018e+05,2.81488e+03,3.10228e-18,3.26178e-11
39551202478.3,3.688,6.95196e+05,2.81427e+03,3.10061e-18,3.25948e-11
39556698780.0,3.689,6.95372e+05,2.81367e+03,3.09897e-18,3.25722e-11
39562100297.2,3.689,6.95544e+05,2.81308e+03,3.09736e-18,3.25500e-11
39567408664.5,3.690,6.95713e+05,2.81250e+03,3.09577e-18,3.25283e-11
39572625488.3,3.690,6.95880e+05,2.81193e+03,3.09421e-18,3.25069e-11
39577752347.2,3.691,6.96043e+05,2.81137e+03,3.09269e-18,3.24859e-11
39582790792.6,3.691,6.96204e+05,2.81082e+03,3.09118e-18,3.24653e-11
39587742349.4,3.692,6.96362e+05,2.81028e+03,3.08971e-18,3.24451e-11
39592608515.8,3.692,6.96517e+05,2.80975e+03,3.08826e-18,3.24252e-11
39597390764.5,3.692,6.96670e+05,2.80923e+03,3.08684e-18,3.24057e-11
39602090542.6,3.693,6.96820e+05,2.80872e+03,3.08544e-18,3.23865e-11
39606709272.4,3.693,6.96967e+05,2.80821e+03,3.08407e-18,3.23677e-11
39611248351.6,3.694,6.97112e+05,2.80772e+03,3.08272e-18,3.23492e-11
39615709153.7,3.694,6.97254e+05,2.80723e+03,3.08140e-18,3.23311e-11
39620093028.6,3.695,6.97394e+05,2.80675e+03,3.08010e-18,3.23133e-11
39624401302.9,3.695,6.97532e+05,2.80629e+03,3.07882e-18,3.22958e-11
39628635280.5,3.695,6.97667e+05,2.80582e+03,3.07757e-18,3.22786e-11
39632796242.5,3.696,6.97799e+05,2.80537e+03,3.07634e-18,3.22617e-11
39636885448.1,3.696,6.97930e+05,2.80493e+03,3.07513e-18,3.22451e-11
39640904134.7,3.697,6.98058e+05,2.80449e+03,3.07394e-18,3.22288e-11
39644853518.6,3.697,6.98184e+05,2.80406e+03,3.07277e-18,3.22128e-11
39648734794.8,3.697,6.98308e+05,2.80364e+03,3.07163e-18,3.21971e-11
39652549137.8,3.698,6.98430e+05,2.80322e+03,3.07050e-18,3.21817e-11
39656297701.9,3.698,6.98550e+05,2.80282e+03,3.06939e-18,3.21665e-11
39659981621.5,3.698,6.98667e+05,2.80242e+03,3.06831e-18,3.21517e-11
39663602011.3,3.699,6.98783e+05,2.80202e+03,3.06724e-18,3.21370e-11
39667159967.0,3.699,6.98896e+05,2.80164e+03,3.06619e-18,3.21227e-11
39670656565.3,3.699,6.99008e+05,2.80126e+03,3.06516e-18,3.21086e-11
39674092864.2,3.700,6.99118e+05,2.80089e+03,3.06415e-18,3.20947e-11
39677469903.7,3.700,6.99225e+05,2.80052e+03,3.06316e-18,3.20811e-11
39680788705.7,3.700,6.99331e+05,2.80016e+03,3.06218e-18,3.20678e-11
39684050274.4,3.701,6.99436e+05,2.79981e+03,3.06122e-18,3.20546e-11
39687255596.9,3.701,6.99538e+05,2.79946e+03,3.06028e-18,3.20417e-11
39690405643.1,3.701,6.99638e+05,2.79912e+03,3.05935e-18,3.20291e-11
39693501366.4,3.701,6.99737e+05,2.79878e+03,3.05844e-18,3.20166e-11
39696543703.5,3.702,6.99834e+05,2.79845e+03,3.05755e-18,3.20044e-11
39699533575.0,3.702,6.99930e+05,2.79813e+03,3.05667e-18,3.19924e-11
39702523446.5,3.702,7.00025e+05,2.79780e+03,3.05580e-18,3.19804e-11
39705513318.1,3.703,7.00121e+05,2.79748e+03,3.05492e-18,3.19684e-11
39708503189.6,3.703,7.00216e+05,2.79716e+03,3.05404e-18,3.19565e-11
39711493061.1,3.703,7.00312e+05,2.79683e+03,3.05317e-18,3.19445e-11
39714482932.7,3.703,7.00407e+05,2.79651e+03,3.05229e-18,3.19325e-11
39717472804.2,3.704,7.00503e+05,2.79619e+03,3.05141e-18,3.19205e-11
39720462675.7,3.704,7.00598e+05,2.79586e+03,3.05054e-18,3.19086e-11
39723452547.3,3.704,7.00694e+05,2.79554e+03,3.04966e-18,3.18966e-11
39726442418.8,3.705,7.00789e+05,2.79522e+03,3.04879e-18,3.18847e-11
39729432290.3,3.705,7.00885e+05,2.79489e+03,3.04792e-18,3.18727e-11
39732422161.9,3.705,7.00980e+05,2.79457e+03,3.04704e-18,3.18608e-11
39735412033.4,3.705,7.01076e+05,2.79425e+03,3.04617e-18,3.18488e-11
39738401904.9,3.706,7.01171e+05,2.79392e+03,3.04529e-18,3.18369e-11
39741391776.5,3.706,7.01267e+05,2.79360e+03,3.04442e-18,3.18250e-11
39744381648.0,3.706,7.01362e+05,2.79328e+03,3.04355e-18,3.18131e-11
39747371519.5,3.706,7.01458e+05,2.79295e+03,3.04268e-18,3.18012e-11
39750361391.1,3.707,7.01553e+05,2.79263e+03,3.04181e-18,3.17893e-11
39753351262.6,3.707,7.01649e+05,2.79231e+03,3.04093e-18,3.17774e-11
39756341134.1,3.707,7.01744e+05,2.79199e+03,3.04006e-18,3.17655e-11
39759331005.7,3.708,7.01840e+05,2.79166e+03,3.03919e-18,3.17536e-11
39762320877.2,3.708,7.01935e+05,2.79134e+03,3.03832e-18,3.17417e-11
39765310748.7,3.708,7.02031e+05,2.79102e+03,3.03745e-18,3.17298e-11
39768300620.3,3.708,7.02126e+05,2.79070e+03,3.03658e-18,3.17179e-11
39771290491.8,3.709,7.02222e+05,2.79037e+03,3.03571e-18,3.17061e-11
39774280363.3,3.709,7.02317e+05,2.79005e+03,3.03484e-18,3.16942e-11
39777270234.9,3.709,7.02413e+05,2.78973e+03,3.03397e-18,3.16824e-11
39780260106.4,3.710,7.02509e+05,2.78941e+03,3.03310e-18,3.16705e-11
39783249977.9,3.710,7.02604e+05,2.78909e+03,3.03224e-18,3.16587e-11
39786239849.5,3.710,7.02700e+05,2.78876e+03,3.03137e-18,3.16468e-11
39789229721.0,3.710,7.02795e+05,2.78844e+03,3.03050e-18,3.16350e-11
39792219592.5,3.711,7.02891e+05,2.78812e+03,3.02963e-18,3.16232e-11
39795209464.1,3.711,7.02986e+05,2.78780e+03,3.02877e-18,3.16114e-11
39798199335.6,3.711,7.03082e+05,2.78748e+03,3.02790e-18,3.15995e-11
39801189207.1,3.711,7.03177e+05,2.78715e+03,3.02703e-18,3.15877e-11
39804179078.7,3.712,7.03273e+05,2.78683e+03,3.02617e-18,3.15759e-11
39807168950.2,3.712,7.03368e+05,2.78651e+03,3.02530e-18,3.15641e-11
39810158821.7,3.712,7.03464e+05,2.78619e+03,3.02444e-18,3.15523e-11
39813148693.3,3.713,7.03560e+05,2.78587e+03,3.02357e-18,3.15405e-11
39816138564.8,3.713,7.03655e+05,2.78555e+03,3.02271e-18,3.15288e-11
39819128436.3,3.713,7.03751e+05,2.78523e+03,3.02184e-18,3.15170e-11
39822118307.9,3.713,7.03846e+05,2.78491e+03,3.02098e-18,3.15052e-11
39825108179.4,3.714,7.03942e+05,2.78458e+03,3.02012e-18,3.14934e-11
39828098050.9,3.714,7.04037e+05,2.78426e+03,3.01925e-18,3.14817e-11
39831087922.5,3.714,7.04133e+05,2.78394e+03,3.01839e-18,3.14699e-11
39834077794.0,3.715,7.04229e+05,2.78362e+03,3.01753e-18,3.14582e-11
39837067665.5,3.715,7.04324e+05,2.78330e+03,3.01666e-18,3.14464e-11
39840057537.1,3.715,7.04420e+05,2.78298e+03,3.01580e-18,3.14347e-11
39843047408.6,3.715,7.04515e+05,2.78266e+03,3.01494e-18,3.14230e-11
39846037280.1,3.716,7.04611e+05,2.78234e+03,3.01408e-18,3.14112e-11
39849027151.7,3.716,7.04706e+05,2.78202e+03,3.01322e-18,3.13995e-11
39852017023.2,3.716,7.04802e+05,2.78170e+03,3.01236e-18,3.13878e-11
39855006894.7,3.717,7.04898e+05,2.78138e+03,3.01150e-18,3.13761e-11
39857996766.3,3.717,7.04993e+05,2.78106e+03,3.01064e-18,3.13644e-11
39860986637.8,3.717,7.05089e+05,2.78074e+03,3.00978e-18,3.13527e-11
39863976509.3,3.717,7.05184e+05,2.78042e+03,3.00892e-18,3.13410e-11
39866966380.9,3.718,7.05280e+05,2.78009e+03,3.00806e-18,3.13293e-11
39869956252.4,3.718,7.05376e+05,2.77977e+03,3.00720e-18,3.13176e-11
39872946123.9,3.718,7.05471e+05,2.77945e+03,3.00634e-18,3.13060e-11
39875935995.5,3.718,7.05567e+05,2.77913e+03,3.00548e-18,3.12943e-11
39878925867.0,3.719,7.05662e+05,2.77881e+03,3.00463e-18,3.12826e-11
39881915738.5,3.719,7.05758e+05,2.77849e+03,3.00377e-18,3.12710e-11
39884905610.1,3.719,7.05854e+05,2.77817e+03,3.00291e-18,3.12593e-11
39887895481.6,3.720,7.05949e+05,2.77786e+03,3.00205e-18,3.12477e-11
39890885353.1,3.720,7.06045e+05,2.77754e+03,3.00120e-18,3.12360e-11
39893875224.7,3.720,7.06140e+05,2.77722e+03,3.00034e-18,3.12244e-11
39896865096.2,3.720,7.06236e+05,2.77690e+03,2.99949e-18,3.12127e-11
39899854967.7,3.721,7.06332e+05,2.77658e+03,2.99863e-18,3.12011e-11
39902844839.3,3.721,7.06427e+05,2.77626e+03,2.99778e-18,3.11895e-11
39905834710.8,3.721,7.06523e+05,2.77594e+03,2.99692e-18,3.11779e-11
39908824582.3,3.722,7.06619e+05,2.77562e+03,2.99607e-18,3.11663e-11
39911814453.9,3.722,7.06714e+05,2.77530e+03,2.99521e-18,3.11547e-11
39914804325.4,3.722,7.06810e+05,2.77498e+03,2.99436e-18,3.11431e-11
39917794196.9,3.722,7.06905e+05,2.77466e+03,2.99350e-18,3.11315e-11
39920784068.5,3.723,7.07001e+05,2.77434e+03,2.99265e-18,3.11199e-11
39923773940.0,3.723,7.07097e+05,2.77402e+03,2.99180e-18,3.11083e-11
39926763811.5,3.723,7.07192e+05,2.77370e+03,2.99095e-18,3.10967e-11
39929753683.1,3.723,7.07288e+05,2.77339e+03,2.99009e-18,3.10851e-11
39932743554.6,3.724,7.07384e+05,2.77307e+03,2.98924e-18,3.10736e-11
39935733426.1,3.724,7.07479e+05,2.77275e+03,2.98839e-18,3.10620e-11
39938723297.7,3.724,7.07575e+05,2.77243e+03,2.98754e-18,3.10505e-11
39941713169.2,3.725,7.07671e+05,2.77211e+03,2.98669e-18,3.10389e-11
39944703040.7,3.725,7.07766e+05,2.77179e+03,2.98584e-18,3.10274e-11
39947692912.3,3.725,7.07862e+05,2.77147e+03,2.98499e-18,3.10158e-11
39950682783.8,3.725,7.07957e+05,2.77115e+03,2.98414e-18,3.10043e-11
39953672655.3,3.726,7.08053e+05,2.77084e+03,2.98329e-18,3.09928e-11
39956662526.9,3.726,7.08149e+05,2.77052e+03,2.98244e-18,3.09812e-11
39959652398.4,3.726,7.08244e+05,2.77020e+03,2.98159e-18,3.09697e-11
39962642269.9,3.727,7.08340e+05,2.76988e+03,2.98074e-18,3.09582e-11
39965632141.5,3.727,7.08436e+05,2.76956e+03,2.97989e-18,3.09467e-11
39968622013.0,3.727,7.08531e+05,2.76925e+03,2.97904e-18,3.09352e-11
39971611884.5,3.727,7.08627e+05,2.76893e+03,2.97820e-18,3.09237e-11
39974601756.1,3.728,7.08723e+05,2.76861e+03,2.97735e-18,3.09122e-11
39977591627.6,3.728,7.08818e+05,2.76829e+03,2.97650e-18,3.09007e-11
39980581499.1,3.728,7.08914e+05,2.76797e+03,2.97565e-18,3.08892e-11
39983571370.7,3.728,7.09010e+05,2.76766e+03,2.97481e-18,3.08778e-11
39986561242.2,3.729,7.09105e+05,2.76734e+03,2.97396e-18,3.08663e-11
39989551113.7,3.729,7.09201e+05,2.76702e+03,2.97312e-18,3.08548e-11
39992540985.3,3.729,7.09297e+05,2.76670e+03,2.97227e-18,3.08434e-11
39995530856.8,3.730,7.09392e+05,2.76639e+03,2.97142e-18,3.08319e-11
39998520728.3,3.730,7.09488e+05,2.76607e+03,2.97058e-18,3.08205e-11
40001510599.9,3.730,7.09584e+05,2.76575e+03,2.96974e-18,3.08090e-11
40004500471.4,3.730,7.09679e+05,2.76543e+03,2.96889e-18,3.07976e-11
40007490342.9,3.731,7.09775e+05,2.76512e+03,2.96805e-18,3.07862e-11
40010480214.5,3.731,7.09871e+05,2.76480e+03,2.96720e-18,3.07747e-11
40013470086.0,3.731,7.09967e+05,2.76448e+03,2.96636e-18,3.07633e-11
40016459957.5,3.732,7.10062e+05,2.76417e+03,2.96552e-18,3.07519e-11
40019449829.1,3.732,7.10158e+05,2.76385e+03,2.96468e-18,3.07405e-11
40022439700.6,3.732,7.10254e+05,2.76353e+03,2.96383e-18,3.07291e-11
40025429572.1,3.732,7.10349e+05,2.76322e+03,2.96299e-18,3.07177e-11
40028419443.7,3.733,7.10445e+05,2.76290e+03,2.96215e-18,3.07063e-11
40031409315.2,3.733,7.10541e+05,2.76258e+03,2.96131e-18,3.06949e-11
40034399186.7,3.733,7.10636e+05,2.76227e+03,2.96047e-18,3.06835e-11
40037389058.3,3.734,7.10732e+05,2.76195e+03,2.95963e-18,3.06721e-11
40040378929.8,3.734,7.10828e+05,2.76163e+03,2.95879e-18,3.06608e-11
40043368801.3,3.734,7.10923e+05,2.76132e+03,2.95795e-18,3.06494e-11
40046358672.9,3.734,7.11019e+05,2.76100e+03,2.95711e-18,3.06380e-11
40049348544.4,3.735,7.11115e+05,2.76068e+03,2.95627e-18,3.06267e-11
40052338415.9,3.735,7.11211e+05,2.76037e+03,2.95543e-18,3.06153e-11
40055328287.5,3.735,7.11306e+05,2.76005e+03,2.95459e-18,3.06040e-11
40058318159.0,3.735,7.11402e+05,2.75974e+03,2.95375e-18,3.05926e-11
40061308030.5,3.736,7.11498e+05,2.75942e+03,2.95291e-18,3.05813e-11
40064297902.1,3.736,7.11593e+05,2.75910e+03,2.95207e-18,3.05700e-11
40067287773.6,3.736,7.11689e+05,2.75879e+03,2.95124e-18,3.05587e-11
40070277645.1,3.737,7.11785e+05,2.75847e+03,2.95040e-18,3.05473e-11
40073267516.7,3.737,7.11881e+05,2.75816e+03,2.94956e-18,3.05360e-11
40076257388.2,3.737,7.11976e+05,2.75784e+03,2.94873e-18,3.05247e-11
40079247259.7,3.737,7.12072e+05,2.75752e+03,2.94789e-18,3.05134e-11
40082237131.3,3.738,7.12168e+05,2.75721e+03,2.94705e-18,3.05021e-11
40085227002.8,3.738,7.12263e+05,2.75689e+03,2.94622e-18,3.04908e-11
40088216874.3,3.738,7.12359e+05,2.75658e+03,2.94538e-18,3.04795e-11
40091206745.9,3.739,7.12455e+05,2.75626e+03,2.94455e-18,3.04683e-11
40094196617.4,3.739,7.12551e+05,2.75595e+03,2.94371e-18,3.04570e-11
40097186488.9,3.739,7.12646e+05,2.75563e+03,2.94288e-18,3.04457e-11
40100176360.5,3.739,7.12742e+05,2.75532e+03,2.94205e-18,3.04344e-11
40103166232.0,3.740,7.12838e+05,2.75500e+03,2.94121e-18,3.04232e-11
40106156103.5,3.740,7.12933e+05,2.75469e+03,2.94038e-18,3.04119e-11
40109145975.1,3.740,7.13029e+05,2.75437e+03,2.93955e-18,3.04007e-11
40112135846.6,3.740,7.13125e+05,2.75406e+03,2.93871e-18,3.03894e-11
40115125718.1,3.741,7.13221e+05,2.75374e+03,2.93788e-18,3.03782e-11
40118115589.7,3.741,7.13316e+05,2.75343e+03,2.93705e-18,3.03670e-11
40121105461.2,3.741,7.13412e+05,2.75311e+03,2.93622e-18,3.03557e-11
40124095332.7,3.742,7.13508e+05,2.75280e+03,2.93538e-18,3.03445e-11
40127085204.3,3.742,7.13604e+05,2.75248e+03,2.93455e-18,3.03333e-11
40130075075.8,3.742,7.13699e+05,2.75217e+03,2.93372e-18,3.03221e-11
40133064947.3,3.742,7.13795e+05,2.75186e+03,2.93289e-18,3.03109e-11
40136054818.9,3.743,7.13891e+05,2.75154e+03,2.93206e-18,3.02997e-11
40139044690.4,3.743,7.13986e+05,2.75123e+03,2.93123e-18,3.02885e-11
40142034561.9,3.743,7.14082e+05,2.75091e+03,2.93040e-18,3.02773e-11
40145024433.5,3.744,7.14178e+05,2.75060e+03,2.92957e-18,3.02661e-11
40148014305.0,3.744,7.14274e+05,2.75028e+03,2.92874e-18,3.02549e-11
40151004176.5,3.744,7.14369e+05,2.74997e+03,2.92792e-18,3.02437e-11
40153994048.1,3.744,7.14465e+05,2.74966e+03,2.92709e-18,3.02326e-11
40156983919.6,3.745,7.14561e+05,2.74934e+03,2.92626e-18,3.02214e-11
40159973791.1,3.745,7.14657e+05,2.74903e+03,2.92543e-18,3.02102e-11
40162963662.7,3.745,7.14752e+05,2.74871e+03,2.92460e-18,3.01991e-11
40165953534.2,3.745,7.14848e+05,2.74840e+03,2.92378e-18,3.01879e-11
40168943405.7,3.746,7.14944e+05,2.74809e+03,2.92295e-18,3.01768e-11
40171933277.3,3.746,7.15040e+05,2.74777e+03,2.92212e-18,3.01657e-11
40174923148.8,3.746,7.15135e+05,2.74746e+03,2.92130e-18,3.01545e-11
40177913020.3,3.747,7.15231e+05,2.74715e+03,2.92047e-18,3.01434e-11
40180902891.9,3.747,7.15327e+05,2.74683e+03,2.91965e-18,3.01323e-11
40183892763.4,3.747,7.15423e+05,2.74652e+03,2.91882e-18,3.01212e-11
40186882634.9,3.747,7.15518e+05,2.74621e+03,2.91800e-18,3.01101e-11
40189872506.5,3.748,7.15614e+05,2.74589e+03,2.91717e-18,3.00989e-11
40192862378.0,3.748,7.15710e+05,2.74558e+03,2.91635e-18,3.00878e-11
40195852249.5,3.748,7.15806e+05,2.74527e+03,2.91552e-18,3.00767e-11
40198842121.1,3.749,7.15901e+05,2.74495e+03,2.91470e-18,3.00657e-11
40201831992.6,3.749,7.15997e+05,2.74464e+03,2.91388e-18,3.00546e-11
40204821864.1,3.749,7.16093e+05,2.74433e+03,2.91305e-18,3.00435e-11
40207811735.7,3.749,7.16189e+05,2.74402e+03,2.91223e-18,3.00324e-11
40210801607.2,3.750,7.16284e+05,2.74370e+03,2.91141e-18,3.00213e-11
40213791478.7,3.750,7.16380e+05,2.74339e+03,2.91059e-18,3.00103e-11
40216781350.3,3.750,7.16476e+05,2.74308e+03,2.90977e-18,2.99992e-11
40219771221.8,3.751,7.16572e+05,2.74277e+03,2.90894e-18,2.99882e-11
40222761093.3,3.751,7.16667e+05,2.74245e+03,2.90812e-18,2.99771e-11
40225750964.9,3.751,7.16763e+05,2.74214e+03,2.90730e-18,2.99661e-11
40228740836.4,3.751,7.16859e+05,2.74183e+03,2.90648e-18,2.99550e-11
40231730707.9,3.752,7.16955e+05,2.74152e+03,2.90566e-18,2.99440e-11
40234720579.5,3.752,7.17050e+05,2.74120e+03,2.90484e-18,2.99330e-11
40237710451.0,3.752,7.17146e+05,2.74089e+03,2.90402e-18,2.99219e-11
40240700322.5,3.752,7.17242e+05,2.74058e+03,2.90320e-18,2.99109e-11
40243690194.1,3.753,7.17338e+05,2.74027e+03,2.90239e-18,2.98999e-11
40246680065.6,3.753,7.17433e+05,2.73996e+03,2.90157e-18,2.98889e-11
40249669937.1,3.753,7.17529e+05,2.73965e+03,2.90075e-18,2.98779e-11
40252659808.7,3.754,7.17625e+05,2.73933e+03,2.89993e-18,2.98669e-11
40255649680.2,3.754,7.17721e+05,2.73902e+03,2.89911e-18,2.98559e-11
40258639551.7,3.754,7.17816e+05,2.73871e+03,2.89830e-18,2.98449e-11
40261629423.3,3.754,7.17912e+05,2.73840e+03,2.89748e-18,2.98340e-11
40264619294.8,3.755,7.18008e+05,2.73809e+03,2.89666e-18,2.98230e-11
40267609166.3,3.755,7.18104e+05,2.73778e+03,2.89585e-18,2.98120e-11
40270599037.9,3.755,7.18199e+05,2.73746e+03,2.89503e-18,2.98010e-11
40273588909.4,3.756,7.18295e+05,2.73715e+03,2.89421e-18,2.97901e-11
40276578780.9,3.756,7.18391e+05,2.73684e+03,2.89340e-18,2.97791e-11
40279568652.5,3.756,7.18487e+05,2.73653e+03,2.89258e-18,2.97682e-11
40282558524.0,3.756,7.18582e+05,2.73622e+03,2.89177e-18,2.97572e-11
40285548395.5,3.757,7.18678e+05,2.73591e+03,2.89095e-18,2.97463e-11
40288538267.1,3.757,7.18774e+05,2.73560e+03,2.89014e-18,2.97354e-11
40291528138.6,3.757,7.18870e+05,2.73529e+03,2.88933e-18,2.97244e-11
40294518010.1,3.757,7.18965e+05,2.73498e+03,2.88851e-18,2.97135e-11
40297507881.7,3.758,7.19061e+05,2.73467e+03,2.88770e-18,2.97026e-11
40300497753.2,3.758,7.19157e+05,2.73435e+03,2.88689e-18,2.96917e-11
40303487624.7,3.758,7.19253e+05,2.73404e+03,2.88607e-18,2.96808e-11
40306477496.3,3.759,7.19348e+05,2.73373e+03,2.88526e-18,2.96699e-11
40309467367.8,3.759,7.19444e+05,2.73342e+03,2.88445e-18,2.96590e-11
40312457239.3,3.759,7.19540e+05,2.73311e+03,2.88364e-18,2.96481e-11
40315447110.9,3.759,7.19635e+05,2.73280e+03,2.88283e-18,2.96372e-11
40318436982.4,3.760,7.19731e+05,2.73249e+03,2.88202e-18,2.96263e-11
40321426853.9,3.760,7.19827e+05,2.73218e+03,2.88121e-18,2.96154e-11
40324416725.5,3.760,7.19923e+05,2.73187e+03,2.88040e-18,2.96045e-11
40327406597.0,3.761,7.20018e+05,2.73156e+03,2.87959e-18,2.95937e-11
40330396468.5,3.761,7.20114e+05,2.73125e+03,2.87878e-18,2.95828e-11
40333386340.0,3.761,7.20210e+05,2.73094e+03,2.87797e-18,2.95720e-11
40336376211.6,3.761,7.20306e+05,2.73063e+03,2.87716e-18,2.95611e-11
40339366083.1,3.762,7.20401e+05,2.73032e+03,2.87635e-18,2.95503e-11
40342355954.6,3.762,7.20497e+05,2.73001e+03,2.87554e-18,2.95394e-11
40345345826.2,3.762,7.20593e+05,2.72970e+03,2.87473e-18,2.95286e-11
40348335697.7,3.763,7.20689e+05,2.72939e+03,2.87392e-18,2.95178e-11
40351325569.2,3.763,7.20784e+05,2.72908e+03,2.87312e-18,2.95069e-11
40354315440.8,3.763,7.20880e+05,2.72877e+03,2.87231e-18,2.94961e-11
40357305312.3,3.763,7.20976e+05,2.72847e+03,2.87150e-18,2.94853e-11
40360295183.8,3.764,7.21071e+05,2.72816e+03,2.87070e-18,2.94745e-11
40363285055.4,3.764,7.21167e+05,2.72785e+03,2.86989e-18,2.94637e-11
40366274926.9,3.764,7.21263e+05,2.72754e+03,2.86908e-18,2.94529e-11
40369264798.4,3.764,7.21359e+05,2.72723e+03,2.86828e-18,2.94421e-11
40372254670.0,3.765,7.21454e+05,2.72692e+03,2.86747e-18,2.94313e-11
40375244541.5,3.765,7.21550e+05,2.72661e+03,2.86667e-18,2.94205e-11
40378234413.0,3.765,7.21646e+05,2.72630e+03,2.86586e-18,2.94097e-11
40381224284.6,3.766,7.21741e+05,2.72599e+03,2.86506e-18,2.93990e-11
40384214156.1,3.766,7.21837e+05,2.72568e+03,2.86426e-18,2.93882e-11
40387204027.6,3.766,7.21933e+05,2.72538e+03,2.86345e-18,2.93774e-11
40390193899.2,3.766,7.22029e+05,2.72507e+03,2.86265e-18,2.93667e-11
40393183770.7,3.767,7.22124e+05,2.72476e+03,2.86185e-18,2.93559e-11
40396173642.2,3.767,7.22220e+05,2.72445e+03,2.86104e-18,2.93452e-11
40399163513.8,3.767,7.22316e+05,2.72414e+03,2.86024e-18,2.93344e-11
40402153385.3,3.768,7.22411e+05,2.72383e+03,2.85944e-18,2.93237e-11
40405143256.8,3.768,7.22507e+05,2.72353e+03,2.85864e-18,2.93129e-11
40408133128.4,3.768,7.22603e+05,2.72322e+03,2.85783e-18,2.93022e-11
40411122999.9,3.768,7.22699e+05,2.72291e+03,2.85703e-18,2.92915e-11
40414112871.4,3.769,7.22794e+05,2.72260e+03,2.85623e-18,2.92808e-11
40417102743.0,3.769,7.22890e+05,2.72229e+03,2.85543e-18,2.92701e-11
40420092614.5,3.769,7.22986e+05,2.72199e+03,2.85463e-18,2.92594e-11
40423082486.0,3.769,7.23081e+05,2.72168e+03,2.85383e-18,2.92487e-11
40426072357.6,3.770,7.23177e+05,2.72137e+03,2.85303e-18,2.92380e-11
40429062229.1,3.770,7.23273e+05,2.72106e+03,2.85223e-18,2.92273e-11
40432052100.6,3.770,7.23368e+05,2.72076e+03,2.85143e-18,2.92166e-11
40435041972.2,3.771,7.23464e+05,2.72045e+03,2.85063e-18,2.92059e-11
40438031843.7,3.771,7.23560e+05,2.72014e+03,2.84984e-18,2.91952e-11
40441021715.2,3.771,7.23655e+05,2.71983e+03,2.84904e-18,2.91846e-11
40444011586.8,3.771,7.23751e+05,2.71953e+03,2.84824e-18,2.91739e-11
40447001458.3,3.772,7.23847e+05,2.71922e+03,2.84744e-18,2.91632e-11
40449991329.8,3.772,7.23942e+05,2.71891e+03,2.84665e-18,2.91526e-11
40452981201.4,3.772,7.24038e+05,2.71860e+03,2.84585e-18,2.91419e-11
40455971072.9,3.773,7.24134e+05,2.71830e+03,2.84505e-18,2.91313e-11
40458960944.4,3.773,7.24229e+05,2.71799e+03,2.84426e-18,2.91206e-11
40461950816.0,3.773,7.24325e+05,2.71768e+03,2.84346e-18,2.91100e-11
40464940687.5,3.773,7.24421e+05,2.71738e+03,2.84266e-18,2.90994e-11
40467930559.0,3.774,7.24516e+05,2.71707e+03,2.84187e-18,2.90887e-11
40470920430.6,3.774,7.24612e+05,2.71676e+03,2.84107e-18,2.90781e-11
40473910302.1,3.774,7.24708e+05,2.71646e+03,2.84028e-18,2.90675e-11
40476900173.6,3.774,7.24803e+05,2.71615e+03,2.83948e-18,2.90569e-11
40479890045.2,3.775,7.24899e+05,2.71584e+03,2.83869e-18,2.90463e-11
40482879916.7,3.775,7.24995e+05,2.71554e+03,2.83790e-18,2.90357e-11
40485869788.2,3.775,7.25090e+05,2.71523e+03,2.83710e-18,2.90251e-11
