#Planet: 0.8000 Mjup, 1.5000 Rjup, 0.050 au 
#Star: 1.000 Msun, 1.778 Lsun 
#Spectrum: 1096 ergs/s/cm2, scaled-solar, [0.620,91.165] nm
#Tutorial example planet w/ 10xZ_solar H,He,C,O. Scaled solar spectrum.
r,r/Rp,v,T,rho,heat_ion
11288377623.8,1.053,1.18685e+00,1.53482e+03,2.24580e-11,1.95865e-73
11291370418.6,1.053,1.23797e+00,1.53471e+03,2.15192e-11,1.26265e-09
11294363213.5,1.053,1.29112e+00,1.53482e+03,2.06224e-11,7.73629e-10
11297356008.4,1.053,1.34666e+00,1.53471e+03,1.97615e-11,1.40944e-09
11300348803.3,1.054,1.40441e+00,1.53481e+03,1.89388e-11,1.02908e-09
11303341598.1,1.054,1.46473e+00,1.53470e+03,1.81493e-11,1.57089e-09
11306334393.0,1.054,1.52747e+00,1.53481e+03,1.73946e-11,1.26336e-09
11309327187.9,1.055,1.59298e+00,1.53470e+03,1.66704e-11,1.74804e-09
11312319982.7,1.055,1.66114e+00,1.53480e+03,1.59779e-11,1.49789e-09
11315312777.6,1.055,1.73227e+00,1.53469e+03,1.53137e-11,1.94180e-09
11318305572.5,1.055,1.80630e+00,1.53480e+03,1.46783e-11,1.73984e-09
11321298367.3,1.056,1.88354e+00,1.53468e+03,1.40690e-11,2.15267e-09
11324291162.2,1.056,1.96394e+00,1.53479e+03,1.34859e-11,1.99232e-09
11327283957.1,1.056,2.04779e+00,1.53468e+03,1.29268e-11,2.38066e-09
11330276751.9,1.057,2.13510e+00,1.53479e+03,1.23917e-11,2.25653e-09
11333269546.8,1.057,2.22611e+00,1.53467e+03,1.18788e-11,2.62503e-09
11336262341.7,1.057,2.32090e+00,1.53478e+03,1.13876e-11,2.53248e-09
11339255136.6,1.057,2.41968e+00,1.53466e+03,1.09170e-11,2.88437e-09
11342247931.4,1.058,2.52258e+00,1.53478e+03,1.04661e-11,2.81918e-09
11345240726.3,1.058,2.62977e+00,1.53466e+03,1.00342e-11,3.15657e-09
11348233521.2,1.058,2.74146e+00,1.53477e+03,9.62032e-12,3.11491e-09
11351226316.0,1.059,2.85777e+00,1.53465e+03,9.22392e-12,3.43900e-09
11354219110.9,1.059,2.97898e+00,1.53476e+03,8.84396e-12,3.41741e-09
11357211905.8,1.059,3.10515e+00,1.53464e+03,8.48012e-12,3.72868e-09
11360204700.6,1.059,3.23666e+00,1.53475e+03,8.13126e-12,3.72412e-09
11363197495.5,1.060,3.37352e+00,1.53464e+03,7.79728e-12,4.02258e-09
11366190290.4,1.060,3.51620e+00,1.53474e+03,7.47696e-12,4.03245e-09
11369183085.2,1.060,3.66462e+00,1.53463e+03,7.17035e-12,4.31786e-09
11372175880.1,1.060,3.81937e+00,1.53473e+03,6.87621e-12,4.34000e-09
11375168675.0,1.061,3.98031e+00,1.53462e+03,6.59470e-12,4.61202e-09
11378161469.9,1.061,4.14812e+00,1.53472e+03,6.32458e-12,4.64477e-09
11381154264.7,1.061,4.32260e+00,1.53461e+03,6.06610e-12,4.90314e-09
11384147059.6,1.062,4.50454e+00,1.53471e+03,5.81802e-12,4.94519e-09
11387139854.5,1.062,4.69367e+00,1.53460e+03,5.58066e-12,5.18979e-09
11390132649.3,1.062,4.89089e+00,1.53470e+03,5.35281e-12,5.24019e-09
11393125444.2,1.062,5.09584e+00,1.53460e+03,5.13482e-12,5.47107e-09
11396118239.1,1.063,5.30957e+00,1.53469e+03,4.92554e-12,5.52905e-09
11399111033.9,1.063,5.53164e+00,1.53459e+03,4.72532e-12,5.74643e-09
11402103828.8,1.063,5.76320e+00,1.53467e+03,4.53308e-12,5.81133e-09
11405096623.7,1.064,6.00375e+00,1.53458e+03,4.34917e-12,6.01550e-09
11408089418.5,1.064,6.25456e+00,1.53466e+03,4.17257e-12,6.08664e-09
11411082213.4,1.064,6.51507e+00,1.53457e+03,4.00362e-12,6.27798e-09
11414075008.3,1.064,6.78666e+00,1.53464e+03,3.84139e-12,6.35455e-09
11417067803.2,1.065,7.06872e+00,1.53456e+03,3.68618e-12,6.53343e-09
11420060598.0,1.065,7.36270e+00,1.53462e+03,3.53714e-12,6.61447e-09
11423053392.9,1.065,7.66800e+00,1.53454e+03,3.39453e-12,6.78121e-09
11426046187.8,1.065,7.98613e+00,1.53461e+03,3.25760e-12,6.86560e-09
11429038982.6,1.066,8.31647e+00,1.53453e+03,3.12656e-12,7.02048e-09
11432031777.5,1.066,8.66061e+00,1.53459e+03,3.00075e-12,7.10693e-09
11435024572.4,1.066,9.01793e+00,1.53452e+03,2.88034e-12,7.25018e-09
11438017367.2,1.067,9.39006e+00,1.53457e+03,2.76475e-12,7.33733e-09
11441010162.1,1.067,9.77641e+00,1.53450e+03,2.65410e-12,7.46918e-09
11444002957.0,1.067,1.01786e+01,1.53454e+03,2.54788e-12,7.55562e-09
11446995751.8,1.067,1.05962e+01,1.53449e+03,2.44620e-12,7.67631e-09
11449988546.7,1.068,1.10308e+01,1.53452e+03,2.34860e-12,7.76074e-09
11452981341.6,1.068,1.14818e+01,1.53447e+03,2.25516e-12,7.87059e-09
11455974136.5,1.068,1.19511e+01,1.53449e+03,2.16548e-12,7.95186e-09
11458966931.3,1.069,1.24381e+01,1.53445e+03,2.07960e-12,8.05132e-09
11461959726.2,1.069,1.29445e+01,1.53447e+03,1.99720e-12,8.12857e-09
11464952521.1,1.069,1.34701e+01,1.53443e+03,1.91827e-12,8.21826e-09
11467945315.9,1.069,1.40163e+01,1.53444e+03,1.84256e-12,8.29096e-09
11470938110.8,1.070,1.45830e+01,1.53440e+03,1.77003e-12,8.37175e-09
11473930905.7,1.070,1.51717e+01,1.53441e+03,1.70046e-12,8.43977e-09
11476923700.5,1.070,1.57823e+01,1.53437e+03,1.63381e-12,8.51278e-09
11479916495.4,1.071,1.64164e+01,1.53437e+03,1.56989e-12,8.57647e-09
11482909290.3,1.071,1.70738e+01,1.53434e+03,1.50865e-12,8.64313e-09
11485902085.1,1.071,1.77560e+01,1.53434e+03,1.44993e-12,8.70331e-09
11488894880.0,1.071,1.84632e+01,1.53431e+03,1.39367e-12,8.76536e-09
11491887674.9,1.072,1.91966e+01,1.53430e+03,1.33973e-12,8.82335e-09
11494880469.8,1.072,1.99565e+01,1.53427e+03,1.28804e-12,8.88288e-09
11497873264.6,1.072,2.07440e+01,1.53425e+03,1.23850e-12,8.94046e-09
11500866059.5,1.072,2.15595e+01,1.53423e+03,1.19103e-12,8.99985e-09
11503858854.4,1.073,2.24041e+01,1.53421e+03,1.14554e-12,9.05925e-09
11506851649.2,1.073,2.32781e+01,1.53418e+03,1.10195e-12,9.12122e-09
11509844444.1,1.073,2.41826e+01,1.53416e+03,1.06018e-12,9.18505e-09
11512837239.0,1.074,2.51180e+01,1.53413e+03,1.02017e-12,9.25259e-09
11515830033.8,1.074,2.60851e+01,1.53410e+03,9.81840e-13,9.32379e-09
11518822828.7,1.074,2.70844e+01,1.53407e+03,9.45122e-13,9.40007e-09
11521815623.6,1.074,2.81166e+01,1.53405e+03,9.09952e-13,9.48184e-09
11524808418.4,1.075,2.91822e+01,1.53402e+03,8.76270e-13,9.57024e-09
11527801213.3,1.075,3.02817e+01,1.53399e+03,8.44014e-13,9.66591e-09
11530794008.2,1.075,3.14155e+01,1.53395e+03,8.13130e-13,9.76988e-09
11533786803.1,1.076,3.25841e+01,1.53392e+03,7.83561e-13,9.88289e-09
11536779597.9,1.076,3.37877e+01,1.53389e+03,7.55257e-13,1.00059e-08
11539772392.8,1.076,3.50266e+01,1.53385e+03,7.28165e-13,1.01397e-08
11542765187.7,1.076,3.63010e+01,1.53382e+03,7.02238e-13,1.02852e-08
11545757982.5,1.077,3.76109e+01,1.53378e+03,6.77429e-13,1.04432e-08
11548750777.4,1.077,3.89564e+01,1.53374e+03,6.53693e-13,1.06145e-08
11551743572.3,1.077,4.03373e+01,1.53371e+03,6.30987e-13,1.08000e-08
11554736367.1,1.077,4.17535e+01,1.53367e+03,6.09270e-13,1.10004e-08
11557729162.0,1.078,4.32046e+01,1.53364e+03,5.88500e-13,1.12166e-08
11560721956.9,1.078,4.46904e+01,1.53360e+03,5.68640e-13,1.14493e-08
11563714751.7,1.078,4.62104e+01,1.53357e+03,5.49652e-13,1.16992e-08
11566707546.6,1.079,4.77640e+01,1.53354e+03,5.31499e-13,1.19671e-08
11569700341.5,1.079,4.93505e+01,1.53351e+03,5.14145e-13,1.22537e-08
11572693136.4,1.079,5.09693e+01,1.53349e+03,4.97558e-13,1.25599e-08
11575685931.2,1.079,5.26197e+01,1.53347e+03,4.81703e-13,1.28862e-08
11578678726.1,1.080,5.43008e+01,1.53346e+03,4.66549e-13,1.32334e-08
11581671521.0,1.080,5.60119e+01,1.53346e+03,4.52063e-13,1.36022e-08
11584664315.8,1.080,5.77520e+01,1.53346e+03,4.38216e-13,1.39934e-08
11587657110.7,1.081,5.95203e+01,1.53348e+03,4.24977e-13,1.44076e-08
11590649905.6,1.081,6.13161e+01,1.53352e+03,4.12317e-13,1.48456e-08
11593642700.4,1.081,6.31385e+01,1.53357e+03,4.00209e-13,1.53081e-08
11596635495.3,1.081,6.49871e+01,1.53365e+03,3.88625e-13,1.57958e-08
11599628290.2,1.082,6.68611e+01,1.53376e+03,3.77537e-13,1.63094e-08
11602621085.0,1.082,6.87602e+01,1.53390e+03,3.66920e-13,1.68497e-08
11605613879.9,1.082,7.06842e+01,1.53409e+03,3.56749e-13,1.74173e-08
11608606674.8,1.083,7.26331e+01,1.53433e+03,3.46998e-13,1.80128e-08
11611599469.6,1.083,7.46070e+01,1.53464e+03,3.37643e-13,1.86370e-08
11614592264.5,1.083,7.66064e+01,1.53502e+03,3.28661e-13,1.92905e-08
11617585059.4,1.083,7.86321e+01,1.53550e+03,3.20029e-13,1.99738e-08
11620577854.3,1.084,8.06853e+01,1.53610e+03,3.11725e-13,2.06873e-08
11623570649.1,1.084,8.27675e+01,1.53682e+03,3.03726e-13,2.14315e-08
11626563444.0,1.084,8.48807e+01,1.53772e+03,2.96012e-13,2.22066e-08
11629556238.9,1.084,8.70275e+01,1.53880e+03,2.88561e-13,2.30128e-08
11632549033.7,1.085,8.92109e+01,1.54012e+03,2.81354e-13,2.38500e-08
11635541828.6,1.085,9.14346e+01,1.54171e+03,2.74370e-13,2.47179e-08
11638534623.5,1.085,9.37030e+01,1.54362e+03,2.67591e-13,2.56162e-08
11641527418.3,1.086,9.60211e+01,1.54590e+03,2.60996e-13,2.65439e-08
11644520213.2,1.086,9.83949e+01,1.54862e+03,2.54569e-13,2.74999e-08
11647513008.1,1.086,1.00831e+02,1.55184e+03,2.48290e-13,2.84827e-08
11650505802.9,1.086,1.03337e+02,1.55564e+03,2.42144e-13,2.94905e-08
11653498597.8,1.087,1.05922e+02,1.56010e+03,2.36114e-13,3.05208e-08
11656491392.7,1.087,1.08594e+02,1.56529e+03,2.30186e-13,3.15709e-08
11659484187.6,1.087,1.11363e+02,1.57132e+03,2.24347e-13,3.26375e-08
11662476982.4,1.088,1.14240e+02,1.57825e+03,2.18585e-13,3.37171e-08
11665469777.3,1.088,1.17234e+02,1.58618e+03,2.12893e-13,3.48057e-08
11668462572.2,1.088,1.20356e+02,1.59517e+03,2.07264e-13,3.58992e-08
11671455367.0,1.088,1.23616e+02,1.60528e+03,2.01695e-13,3.69936e-08
11674448161.9,1.089,1.27021e+02,1.61654e+03,1.96188e-13,3.80848e-08
11677440956.8,1.089,1.30579e+02,1.62899e+03,1.90744e-13,3.91690e-08
11680433751.6,1.089,1.34296e+02,1.64262e+03,1.85370e-13,4.02429e-08
11683426546.5,1.089,1.38175e+02,1.65741e+03,1.80073e-13,4.13036e-08
11686419341.4,1.090,1.42219e+02,1.67332e+03,1.74864e-13,4.23489e-08
11689412136.2,1.090,1.46427e+02,1.69030e+03,1.69752e-13,4.33768e-08
11692404931.1,1.090,1.50799e+02,1.70829e+03,1.64745e-13,4.43861e-08
11695397726.0,1.091,1.55335e+02,1.72723e+03,1.59853e-13,4.53756e-08
11698390520.9,1.091,1.60032e+02,1.74704e+03,1.55082e-13,4.63446e-08
11701383315.7,1.091,1.64889e+02,1.76769e+03,1.50437e-13,4.72923e-08
11704376110.6,1.091,1.69905e+02,1.78910e+03,1.45921e-13,4.82180e-08
11707368905.5,1.092,1.75078e+02,1.81125e+03,1.41537e-13,4.91212e-08
11710361700.3,1.092,1.80409e+02,1.83410e+03,1.37285e-13,5.00012e-08
11713354495.2,1.092,1.85896e+02,1.85762e+03,1.33164e-13,5.08574e-08
11716347290.1,1.093,1.91540e+02,1.88178e+03,1.29174e-13,5.16893e-08
11719340084.9,1.093,1.97341e+02,1.90655e+03,1.25313e-13,5.24963e-08
11722332879.8,1.093,2.03300e+02,1.93193e+03,1.21578e-13,5.32780e-08
11725325674.7,1.093,2.09415e+02,1.95788e+03,1.17967e-13,5.40341e-08
11728318469.5,1.094,2.15688e+02,1.98439e+03,1.14478e-13,5.47643e-08
11731311264.4,1.094,2.22118e+02,2.01144e+03,1.11107e-13,5.54683e-08
11734304059.3,1.094,2.28705e+02,2.03902e+03,1.07852e-13,5.61463e-08
11737296854.2,1.095,2.35448e+02,2.06710e+03,1.04710e-13,5.67981e-08
11740289649.0,1.095,2.42348e+02,2.09566e+03,1.01677e-13,5.74239e-08
11743282443.9,1.095,2.49403e+02,2.12468e+03,9.87502e-14,5.80239e-08
11746275238.8,1.095,2.56614e+02,2.15415e+03,9.59265e-14,5.85982e-08
11749268033.6,1.096,2.63979e+02,2.18406e+03,9.32027e-14,5.91473e-08
11752260828.5,1.096,2.71497e+02,2.21437e+03,9.05755e-14,5.96713e-08
11755253623.4,1.096,2.79168e+02,2.24507e+03,8.80419e-14,6.01709e-08
11758246418.2,1.096,2.86991e+02,2.27615e+03,8.55985e-14,6.06463e-08
11761239213.1,1.097,2.94963e+02,2.30758e+03,8.32424e-14,6.10982e-08
11764232008.0,1.097,3.03086e+02,2.33936e+03,8.09704e-14,6.15269e-08
11767224802.8,1.097,3.11356e+02,2.37146e+03,7.87795e-14,6.19331e-08
11770217597.7,1.098,3.19774e+02,2.40387e+03,7.66668e-14,6.23172e-08
11773210392.6,1.098,3.28337e+02,2.43657e+03,7.46293e-14,6.26800e-08
11776203187.5,1.098,3.37044e+02,2.46955e+03,7.26644e-14,6.30219e-08
11779195982.3,1.098,3.45894e+02,2.50279e+03,7.07692e-14,6.33436e-08
11782188777.2,1.099,3.54886e+02,2.53628e+03,6.89411e-14,6.36457e-08
11785181572.1,1.099,3.64018e+02,2.57001e+03,6.71775e-14,6.39287e-08
11788174366.9,1.099,3.73288e+02,2.60395e+03,6.54759e-14,6.41934e-08
11791167161.8,1.100,3.82695e+02,2.63810e+03,6.38339e-14,6.44402e-08
11794159956.7,1.100,3.92239e+02,2.67244e+03,6.22492e-14,6.46698e-08
11797152751.5,1.100,4.01916e+02,2.70697e+03,6.07196e-14,6.48828e-08
11800145546.4,1.100,4.11726e+02,2.74166e+03,5.92428e-14,6.50798e-08
11803138341.3,1.101,4.21667e+02,2.77652e+03,5.78167e-14,6.52613e-08
11806131136.1,1.101,4.31738e+02,2.81152e+03,5.64395e-14,6.54280e-08
11809123931.0,1.101,4.41937e+02,2.84666e+03,5.51090e-14,6.55803e-08
11812116725.9,1.101,4.52262e+02,2.88192e+03,5.38236e-14,6.57188e-08
11815109520.8,1.102,4.62713e+02,2.91731e+03,5.25813e-14,6.58440e-08
11818102315.6,1.102,4.73287e+02,2.95280e+03,5.13805e-14,6.59566e-08
11821095110.5,1.102,4.83983e+02,2.98838e+03,5.02195e-14,6.60568e-08
11824087905.4,1.103,4.94800e+02,3.02406e+03,4.90968e-14,6.61453e-08
11827080700.2,1.103,5.05736e+02,3.05982e+03,4.80108e-14,6.62226e-08
11830073495.1,1.103,5.16790e+02,3.09565e+03,4.69602e-14,6.62890e-08
11833066290.0,1.103,5.27959e+02,3.13154e+03,4.59434e-14,6.63451e-08
11836059084.8,1.104,5.39244e+02,3.16749e+03,4.49592e-14,6.63912e-08
11839051879.7,1.104,5.50642e+02,3.20349e+03,4.40063e-14,6.64277e-08
11842044674.6,1.104,5.62152e+02,3.23954e+03,4.30835e-14,6.64552e-08
11845037469.4,1.105,5.73773e+02,3.27562e+03,4.21896e-14,6.64739e-08
11848030264.3,1.105,5.85502e+02,3.31173e+03,4.13235e-14,6.64843e-08
11851023059.2,1.105,5.97340e+02,3.34787e+03,4.04841e-14,6.64867e-08
11854015854.1,1.105,6.09284e+02,3.38403e+03,3.96704e-14,6.64814e-08
11857008648.9,1.106,6.21334e+02,3.42019e+03,3.88815e-14,6.64688e-08
11860001443.8,1.106,6.33487e+02,3.45637e+03,3.81163e-14,6.64492e-08
11862994238.7,1.106,6.45743e+02,3.49255e+03,3.73740e-14,6.64229e-08
11865987033.5,1.107,6.58100e+02,3.52873e+03,3.66537e-14,6.63903e-08
11868979828.4,1.107,6.70557e+02,3.56489e+03,3.59547e-14,6.63515e-08
11871972623.3,1.107,6.83114e+02,3.60105e+03,3.52760e-14,6.63070e-08
11874965418.1,1.107,6.95768e+02,3.63720e+03,3.46170e-14,6.62568e-08
11877958213.0,1.108,7.08518e+02,3.67332e+03,3.39769e-14,6.62014e-08
11880951007.9,1.108,7.21364e+02,3.70942e+03,3.33550e-14,6.61410e-08
11883943802.7,1.108,7.34304e+02,3.74549e+03,3.27507e-14,6.60757e-08
11886936597.6,1.108,7.47337e+02,3.78153e+03,3.21634e-14,6.60058e-08
11889929392.5,1.109,7.60462e+02,3.81754e+03,3.15923e-14,6.59316e-08
11892922187.3,1.109,7.73677e+02,3.85351e+03,3.10371e-14,6.58532e-08
11895914982.2,1.109,7.86983e+02,3.88944e+03,3.04970e-14,6.57708e-08
11898907777.1,1.110,8.00377e+02,3.92533e+03,2.99715e-14,6.56847e-08
11901900572.0,1.110,8.13859e+02,3.96117e+03,2.94602e-14,6.55950e-08
11904893366.8,1.110,8.27428e+02,3.99696e+03,2.89625e-14,6.55018e-08
11907886161.7,1.110,8.41082e+02,4.03270e+03,2.84780e-14,6.54054e-08
11910878956.6,1.111,8.54821e+02,4.06839e+03,2.80063e-14,6.53060e-08
11913871751.4,1.111,8.68643e+02,4.10402e+03,2.75468e-14,6.52036e-08
11916864546.3,1.111,8.82548e+02,4.13959e+03,2.70991e-14,6.50984e-08
11919857341.2,1.112,8.96535e+02,4.17510e+03,2.66629e-14,6.49906e-08
11922850136.0,1.112,9.10603e+02,4.21055e+03,2.62379e-14,6.48803e-08
11925842930.9,1.112,9.24751e+02,4.24594e+03,2.58235e-14,6.47676e-08
11928835725.8,1.112,9.38977e+02,4.28126e+03,2.54195e-14,6.46527e-08
11931828520.6,1.113,9.53282e+02,4.31651e+03,2.50255e-14,6.45356e-08
11934821315.5,1.113,9.67664e+02,4.35170e+03,2.46411e-14,6.44166e-08
11937814110.4,1.113,9.82123e+02,4.38681e+03,2.42662e-14,6.42956e-08
11940806905.3,1.113,9.96657e+02,4.42185e+03,2.39004e-14,6.41729e-08
11943799700.1,1.114,1.01127e+03,4.45681e+03,2.35433e-14,6.40484e-08
11946792495.0,1.114,1.02595e+03,4.49170e+03,2.31947e-14,6.39224e-08
11949785289.9,1.114,1.04071e+03,4.52652e+03,2.28544e-14,6.37949e-08
11952778084.7,1.115,1.05553e+03,4.56125e+03,2.25220e-14,6.36660e-08
11955770879.6,1.115,1.07043e+03,4.59591e+03,2.21974e-14,6.35357e-08
11958763674.5,1.115,1.08540e+03,4.63049e+03,2.18803e-14,6.34043e-08
11961756469.3,1.115,1.10044e+03,4.66499e+03,2.15704e-14,6.32716e-08
11964749264.2,1.116,1.11556e+03,4.69940e+03,2.12676e-14,6.31379e-08
11967742059.1,1.116,1.13073e+03,4.73373e+03,2.09716e-14,6.30032e-08
11970734853.9,1.116,1.14598e+03,4.76798e+03,2.06823e-14,6.28675e-08
11973727648.8,1.117,1.16129e+03,4.80215e+03,2.03994e-14,6.27309e-08
11976720443.7,1.117,1.17667e+03,4.83622e+03,2.01227e-14,6.25936e-08
11979713238.6,1.117,1.19212e+03,4.87022e+03,1.98520e-14,6.24555e-08
11982706033.4,1.117,1.20763e+03,4.90412e+03,1.95873e-14,6.23167e-08
11985698828.3,1.118,1.22321e+03,4.93794e+03,1.93282e-14,6.21773e-08
11988691623.2,1.118,1.23884e+03,4.97166e+03,1.90747e-14,6.20373e-08
11991684418.0,1.118,1.25455e+03,5.00530e+03,1.88265e-14,6.18967e-08
11994677212.9,1.119,1.27031e+03,5.03885e+03,1.85836e-14,6.17558e-08
11997670007.8,1.119,1.28613e+03,5.07231e+03,1.83458e-14,6.16144e-08
12000662802.6,1.119,1.30202e+03,5.10567e+03,1.81130e-14,6.14726e-08
12003655597.5,1.119,1.31797e+03,5.13894e+03,1.78849e-14,6.13305e-08
12006648392.4,1.120,1.33397e+03,5.17212e+03,1.76615e-14,6.11881e-08
12009641187.2,1.120,1.35004e+03,5.20521e+03,1.74426e-14,6.10455e-08
12012633982.1,1.120,1.36616e+03,5.23820e+03,1.72282e-14,6.09027e-08
12015626777.0,1.120,1.38234e+03,5.27109e+03,1.70181e-14,6.07597e-08
12018619571.9,1.121,1.39857e+03,5.30389e+03,1.68121e-14,6.06166e-08
12021612366.7,1.121,1.41487e+03,5.33659e+03,1.66102e-14,6.04734e-08
12024605161.6,1.121,1.43121e+03,5.36920e+03,1.64123e-14,6.03302e-08
12027597956.5,1.122,1.44762e+03,5.40170e+03,1.62183e-14,6.01870e-08
12030590751.3,1.122,1.46407e+03,5.43410e+03,1.60280e-14,6.00439e-08
12033583546.2,1.122,1.48058e+03,5.46641e+03,1.58414e-14,5.99008e-08
12036576341.1,1.122,1.49714e+03,5.49861e+03,1.56584e-14,5.97578e-08
12039569135.9,1.123,1.51376e+03,5.53071e+03,1.54789e-14,5.96149e-08
12042561930.8,1.123,1.53042e+03,5.56270e+03,1.53027e-14,5.94722e-08
12045554725.7,1.123,1.54713e+03,5.59459e+03,1.51299e-14,5.93297e-08
12048547520.5,1.124,1.56389e+03,5.62638e+03,1.49603e-14,5.91875e-08
12051540315.4,1.124,1.58070e+03,5.65805e+03,1.47939e-14,5.90455e-08
12054533110.3,1.124,1.59756e+03,5.68962e+03,1.46305e-14,5.89038e-08
12057525905.2,1.124,1.61446e+03,5.72107e+03,1.44701e-14,5.87624e-08
12060518700.0,1.125,1.63141e+03,5.75241e+03,1.43127e-14,5.86215e-08
12063511494.9,1.125,1.64841e+03,5.78364e+03,1.41581e-14,5.84809e-08
12066504289.8,1.125,1.66544e+03,5.81475e+03,1.40063e-14,5.83407e-08
12069497084.6,1.125,1.68252e+03,5.84574e+03,1.38573e-14,5.82010e-08
12072489879.5,1.126,1.69964e+03,5.87661e+03,1.37109e-14,5.80618e-08
12075482674.4,1.126,1.71680e+03,5.90736e+03,1.35672e-14,5.79231e-08
12078475469.2,1.126,1.73400e+03,5.93799e+03,1.34259e-14,5.77850e-08
12081468264.1,1.127,1.75123e+03,5.96849e+03,1.32872e-14,5.76474e-08
12084461059.0,1.127,1.76850e+03,5.99885e+03,1.31509e-14,5.75105e-08
12087453853.8,1.127,1.78581e+03,6.02909e+03,1.30170e-14,5.73742e-08
12090446648.7,1.127,1.80315e+03,6.05918e+03,1.28855e-14,5.72386e-08
12093439443.6,1.128,1.82052e+03,6.08914e+03,1.27562e-14,5.71038e-08
12096432238.5,1.128,1.83792e+03,6.11896e+03,1.26292e-14,5.69697e-08
12099425033.3,1.128,1.85535e+03,6.14863e+03,1.25044e-14,5.68363e-08
12102417828.2,1.129,1.87281e+03,6.17816e+03,1.23817e-14,5.67038e-08
12105410623.1,1.129,1.89029e+03,6.20753e+03,1.22611e-14,5.65722e-08
12108403417.9,1.129,1.90780e+03,6.23674e+03,1.21426e-14,5.64415e-08
12111396212.8,1.129,1.92533e+03,6.26579e+03,1.20261e-14,5.63117e-08
12114389007.7,1.130,1.94287e+03,6.29468e+03,1.19116e-14,5.61828e-08
12117381802.5,1.130,1.96044e+03,6.32340e+03,1.17990e-14,5.60550e-08
12120374597.4,1.130,1.97802e+03,6.35194e+03,1.16884e-14,5.59282e-08
12123367392.3,1.131,1.99562e+03,6.38031e+03,1.15796e-14,5.58025e-08
12126360187.1,1.131,2.01323e+03,6.40849e+03,1.14726e-14,5.56779e-08
12129352982.0,1.131,2.03084e+03,6.43649e+03,1.13675e-14,5.55545e-08
12132345776.9,1.131,2.04847e+03,6.46429e+03,1.12641e-14,5.54322e-08
12135338571.8,1.132,2.06610e+03,6.49189e+03,1.11625e-14,5.53112e-08
12138331366.6,1.132,2.08373e+03,6.51929e+03,1.10626e-14,5.51915e-08
12141324161.5,1.132,2.10136e+03,6.54648e+03,1.09644e-14,5.50731e-08
12144316956.4,1.132,2.11899e+03,6.57345e+03,1.08678e-14,5.49560e-08
12147309751.2,1.133,2.13662e+03,6.60020e+03,1.07728e-14,5.48403e-08
12150302546.1,1.133,2.15423e+03,6.62672e+03,1.06795e-14,5.47261e-08
12153295341.0,1.133,2.17184e+03,6.65302e+03,1.05877e-14,5.46133e-08
12156288135.8,1.134,2.18943e+03,6.67907e+03,1.04974e-14,5.45020e-08
12159280930.7,1.134,2.20701e+03,6.70487e+03,1.04087e-14,5.43923e-08
12162273725.6,1.134,2.22457e+03,6.73043e+03,1.03215e-14,5.42841e-08
12165266520.4,1.134,2.24211e+03,6.75573e+03,1.02357e-14,5.41776e-08
12168259315.3,1.135,2.25962e+03,6.78076e+03,1.01514e-14,5.40727e-08
12171252110.2,1.135,2.27711e+03,6.80553e+03,1.00685e-14,5.39695e-08
12174244905.0,1.135,2.29456e+03,6.83002e+03,9.98694e-15,5.38680e-08
12177237699.9,1.136,2.31199e+03,6.85423e+03,9.90681e-15,5.37682e-08
12180230494.8,1.136,2.32938e+03,6.87815e+03,9.82803e-15,5.36703e-08
12183223289.7,1.136,2.34672e+03,6.90177e+03,9.75058e-15,5.35742e-08
12186216084.5,1.136,2.36403e+03,6.92510e+03,9.67444e-15,5.34799e-08
12189208879.4,1.137,2.38129e+03,6.94813e+03,9.59959e-15,5.33875e-08
12192201674.3,1.137,2.39851e+03,6.97084e+03,9.52601e-15,5.32969e-08
12195194469.1,1.137,2.41568e+03,6.99324e+03,9.45367e-15,5.32083e-08
12198187264.0,1.137,2.43279e+03,7.01532e+03,9.38256e-15,5.31217e-08
12201180058.9,1.138,2.44985e+03,7.03707e+03,9.31265e-15,5.30370e-08
12204172853.7,1.138,2.46686e+03,7.05850e+03,9.24393e-15,5.29543e-08
12207165648.6,1.138,2.48380e+03,7.07959e+03,9.17637e-15,5.28735e-08
12210158443.5,1.139,2.50068e+03,7.10035e+03,9.10996e-15,5.27948e-08
12213151238.3,1.139,2.51750e+03,7.12076e+03,9.04467e-15,5.27181e-08
12216144033.2,1.139,2.53425e+03,7.14083e+03,8.98049e-15,5.26435e-08
12219136828.1,1.139,2.55093e+03,7.16055e+03,8.91739e-15,5.25708e-08
12222129623.0,1.140,2.56754e+03,7.17993e+03,8.85535e-15,5.25002e-08
12225122417.8,1.140,2.58408e+03,7.19895e+03,8.79437e-15,5.24317e-08
12228115212.7,1.140,2.60055e+03,7.21762e+03,8.73441e-15,5.23652e-08
12231108007.6,1.141,2.61694e+03,7.23594e+03,8.67545e-15,5.23007e-08
12234100802.4,1.141,2.63325e+03,7.25390e+03,8.61748e-15,5.22383e-08
12237093597.3,1.141,2.64949e+03,7.27150e+03,8.56048e-15,5.21779e-08
12240086392.2,1.141,2.66565e+03,7.28875e+03,8.50443e-15,5.21195e-08
12243079187.0,1.142,2.68173e+03,7.30565e+03,8.44931e-15,5.20631e-08
12246071981.9,1.142,2.69773e+03,7.32218e+03,8.39509e-15,5.20087e-08
